run_id,benchmark,kernel,group,arm,model,repeat,outcome,best_speedup,seq_median_s,seq_kernel_median_s,timing_basis,kernel_program_disagree,dump_exact,dump_exact_seeded,digest_max_rel_err,dump_max_rel_err,dump_seeded_max_rel_err,digest_seeded_rel_err,stable_at_fixed_threads,source_changed,pragmas_in_final,pragmas_discopop,pragmas_llm,rewrites_kept,baseline_pragmas,agent_verdict,llm_calls,llm_call_failures,explorer_retries,profile_explore_attempts,scaffold_ok,scaffold_problems,input_tokens,output_tokens,cache_read_input_tokens,cost_usd_equivalent,model_seconds,candidates_recorded,reverts,gate_passes_phase_a,settle_dropped,agent_s,verify_s,profile_s,discopop_do_all,host_load_start_1m,host_load_end_1m,started_at,finished_at,verify_size,speed_measurable,require_speedup,min_runtime_share,timing_cflags,speedup_T8,program_speedup_T8
proj_smoke_local,calib/privtemp_proj,privtemp_proj,,discopop_gate,none,1,FASTER,2.173,0.1626,0.091992,kernel,False,True,True,0.0,0.0,0.0,0.0,True,True,1,1,0,0,2,BELOW,0,0,0,1,True,,,,,,,2,0,0,0,32.3,5.3,10.95,5,5.49853515625,4.96435546875,2026-09-18T07:23:29,2026-09-18T07:24:06,STANDARD,,False,0.01,,2.173,1.556
proj_smoke_local,calib/vecsum_proj,vecsum_proj,,discopop_gate,none,1,FASTER,1.58,0.414,0.191951,kernel,False,True,True,0.0,0.0,0.0,0.0,True,True,1,1,0,0,2,BELOW,0,0,0,1,True,,,,,,,2,0,0,0,32.1,7.3,15.96,6,6.07275390625,5.0673828125,2026-09-18T07:24:22,2026-09-18T07:25:02,STANDARD,,False,0.01,,1.58,1.192
