run_id,benchmark,arm,model,repeat,phase,stage,count
v3_pilot_4,tsvc/s252,default,claude-haiku-4-5-20251001,1,B,tsan,1
v3_pilot_4,tsvc/s252,default,claude-haiku-4-5-20251001,2,B,tsan,1
v3_pilot_4,tsvc/s252,default,claude-haiku-4-5-20251001,3,B,tsan,2
v3_pilot_4,tsvc/s252,no_evidence,claude-haiku-4-5-20251001,1,B,tsan,2
v3_pilot_4,tsvc/s252,no_evidence,claude-haiku-4-5-20251001,2,B,tsan,1
v3_pilot_4,tsvc/s252,no_evidence,claude-haiku-4-5-20251001,3,B,tsan,1
v3_pilot_4,tsvc/s281,default,claude-haiku-4-5-20251001,3,A,correctness,1
v3_pilot_4,tsvc/s281,no_evidence,claude-haiku-4-5-20251001,1,A,correctness,4
v3_pilot_4,tsvc/s281,no_evidence,claude-haiku-4-5-20251001,2,A,correctness,1
v3_pilot_4,tsvc/s281,no_evidence,claude-haiku-4-5-20251001,3,A,correctness,1
