run_id,benchmark,kernel,group,arm,model,repeat,outcome,best_speedup,seq_median_s,seq_kernel_median_s,timing_basis,kernel_program_disagree,dump_exact,dump_exact_seeded,digest_max_rel_err,digest_seeded_rel_err,stable_at_fixed_threads,source_changed,pragmas_in_final,pragmas_discopop,pragmas_llm,rewrites_kept,baseline_pragmas,agent_verdict,llm_calls,reverts,gate_passes_phase_a,settle_dropped,agent_s,verify_s,profile_s,discopop_do_all,host_load_start_1m,host_load_end_1m,started_at,finished_at,speedup_T8,program_speedup_T8
smoke_local_seidel2d_c_seeded,polybench/seidel-2d,seidel-2d,C,full,haiku,1,no-change,0.972,0.2041,,,,True,True,0.0,0.0,True,False,0,0,0,0,7,BELOW,35,1,,,2990.9,5.1,20.3,8,,,2026-09-14T22:05:39,,0.972,
