run_id,benchmark,kernel,group,arm,model,repeat,dp_alone_trials,dp_alone_outcomes,dp_alone_parallel,dp_alone_speedup_vs_seq,agent_outcome,agent_speedup_vs_seq,agent_vs_dp_alone,timing_comparable,rewrites_kept,llm_calls,verdict
t0_11_classes_c,burkardt/md,md,B,discopop_capability,none,1,0,,,,no-change,1.0,,,0,0,no-baseline
t0_11_classes_c,npb/is,is,,discopop_capability,none,1,0,,,,no-change,1.0,,,0,0,no-baseline
t0_11_classes_c,polybench/2mm,2mm,A,discopop_capability,none,1,0,,,,FASTER,9.762,,,0,0,no-baseline
t0_11_classes_c,polybench/3mm,3mm,,discopop_capability,none,1,0,,,,FASTER,10.091,,,0,0,no-baseline
t0_11_classes_c,polybench/atax,atax,,discopop_capability,none,1,0,,,,parallel-speed-not-measurable,,,,0,0,no-baseline
t0_11_classes_c,polybench/bicg,bicg,,discopop_capability,none,1,0,,,,no-change,1.0,,,0,0,no-baseline
t0_11_classes_c,polybench/correlation,correlation,,discopop_capability,none,1,0,,,,FASTER,5.479,,,0,0,no-baseline
t0_11_classes_c,polybench/covariance,covariance,,discopop_capability,none,1,0,,,,FASTER,5.609,,,0,0,no-baseline
t0_11_classes_c,polybench/doitgen,doitgen,,discopop_capability,none,1,0,,,,no-change,1.0,,,0,0,no-baseline
t0_11_classes_c,polybench/dynprog,dynprog,,discopop_capability,none,1,0,,,,parallel-not-faster,0.98,,,0,0,no-baseline
t0_11_classes_c,polybench/fdtd-2d,fdtd-2d,,discopop_capability,none,1,0,,,,FASTER,4.484,,,0,0,no-baseline
t0_11_classes_c,polybench/fdtd-apml,fdtd-apml,,discopop_capability,none,1,0,,,,FASTER,3.771,,,0,0,no-baseline
t0_11_classes_c,polybench/floyd-warshall,floyd-warshall,B,discopop_capability,none,1,0,,,,no-change,1.0,,,0,0,no-baseline
t0_11_classes_c,polybench/gemm,gemm,,discopop_capability,none,1,0,,,,FASTER,9.094,,,0,0,no-baseline
t0_11_classes_c,polybench/gemver,gemver,,discopop_capability,none,1,0,,,,parallel-speed-not-measurable,,,,0,0,no-baseline
t0_11_classes_c,polybench/gesummv,gesummv,,discopop_capability,none,1,0,,,,parallel-speed-not-measurable,,,,0,0,no-baseline
t0_11_classes_c,polybench/gramschmidt,gramschmidt,,discopop_capability,none,1,0,,,,FASTER,8.628,,,0,0,no-baseline
t0_11_classes_c,polybench/jacobi-1d-imper,jacobi-1d-imper,,discopop_capability,none,1,0,,,,parallel-speed-not-measurable,,,,0,0,no-baseline
t0_11_classes_c,polybench/jacobi-2d-imper,jacobi-2d-imper,B,discopop_capability,none,1,0,,,,FASTER,4.536,,,0,0,no-baseline
t0_11_classes_c,polybench/lu,lu,C,discopop_capability,none,1,0,,,,parallel-not-faster,0.223,,,0,0,no-baseline
t0_11_classes_c,polybench/ludcmp,ludcmp,,discopop_capability,none,1,0,,,,parallel-not-faster,0.155,,,0,0,no-baseline
t0_11_classes_c,polybench/mvt,mvt,,discopop_capability,none,1,0,,,,parallel-speed-not-measurable,,,,0,0,no-baseline
t0_11_classes_c,polybench/reg_detect,reg_detect,,discopop_capability,none,1,0,,,,parallel-speed-not-measurable,,,,0,0,no-baseline
t0_11_classes_c,polybench/seidel-2d,seidel-2d,C,discopop_capability,none,1,0,,,,no-change,1.0,,,0,0,no-baseline
t0_11_classes_c,polybench/symm,symm,,discopop_capability,none,1,0,,,,FASTER,1.367,,,0,0,no-baseline
t0_11_classes_c,polybench/syr2k,syr2k,,discopop_capability,none,1,0,,,,FASTER,10.045,,,0,0,no-baseline
t0_11_classes_c,polybench/syrk,syrk,,discopop_capability,none,1,0,,,,FASTER,7.885,,,0,0,no-baseline
t0_11_classes_c,polybench/trisolv,trisolv,C,discopop_capability,none,1,0,,,,no-change,1.0,,,0,0,no-baseline
t0_11_classes_c,rodinia-3.1/hotspot,hotspot,A,discopop_capability,none,1,0,,,,no-change,1.0,,,0,0,no-baseline
t0_11_classes_c,rodinia-3.1/pathfinder,pathfinder,,discopop_capability,none,1,0,,,,parallel-speed-not-measurable,,,,0,0,no-baseline
t0_11_classes_c,tsvc/s000,s000,,discopop_capability,none,1,0,,,,PROFILE_ERROR,,,,,,no-baseline
t0_11_classes_c,tsvc/s112,s112,,discopop_capability,none,1,0,,,,no-change,1.0,,,0,0,no-baseline
t0_11_classes_c,tsvc/s121,s121,,discopop_capability,none,1,0,,,,no-change,1.0,,,0,0,no-baseline
t0_11_classes_c,tsvc/s1213,s1213,,discopop_capability,none,1,0,,,,no-change,1.0,,,0,0,no-baseline
t0_11_classes_c,tsvc/s127,s127,,discopop_capability,none,1,0,,,,no-change,1.0,,,0,0,no-baseline
t0_11_classes_c,tsvc/s211,s211,,discopop_capability,none,1,0,,,,no-change,1.0,,,0,0,no-baseline
t0_11_classes_c,tsvc/s212,s212,,discopop_capability,none,1,0,,,,no-change,1.0,,,0,0,no-baseline
t0_11_classes_c,tsvc/s241,s241,,discopop_capability,none,1,0,,,,no-change,1.0,,,0,0,no-baseline
t0_11_classes_c,tsvc/s243,s243,,discopop_capability,none,1,0,,,,no-change,1.0,,,0,0,no-baseline
t0_11_classes_c,tsvc/s244,s244,,discopop_capability,none,1,0,,,,no-change,1.0,,,0,0,no-baseline
t0_11_classes_c,tsvc/s252,s252,,discopop_capability,none,1,0,,,,no-change,1.0,,,0,0,no-baseline
t0_11_classes_c,tsvc/s254,s254,,discopop_capability,none,1,0,,,,no-change,1.0,,,0,0,no-baseline
t0_11_classes_c,tsvc/s255,s255,,discopop_capability,none,1,0,,,,PROFILE_ERROR,,,,,,no-baseline
t0_11_classes_c,tsvc/s281,s281,,discopop_capability,none,1,0,,,,PROFILE_ERROR,,,,,,no-baseline
t0_11_classes_c,tsvc/s291,s291,,discopop_capability,none,1,0,,,,PROFILE_ERROR,,,,,,no-baseline
t0_11_classes_c,tsvc/s292,s292,,discopop_capability,none,1,0,,,,no-change,1.0,,,0,0,no-baseline
t0_11_classes_c,tsvc/s293,s293,,discopop_capability,none,1,0,,,,PROFILE_ERROR,,,,,,no-baseline
t0_11_classes_c,tsvc/s3112,s3112,,discopop_capability,none,1,0,,,,no-change,1.0,,,0,0,no-baseline
t0_11_classes_c,tsvc/s313,s313,,discopop_capability,none,1,0,,,,FASTER,6.884,,,0,0,no-baseline
t0_11_classes_c,tsvc/s321,s321,,discopop_capability,none,1,0,,,,no-change,1.0,,,0,0,no-baseline
t0_11_classes_c,tsvc/s322,s322,,discopop_capability,none,1,0,,,,no-change,1.0,,,0,0,no-baseline
t0_11_classes_c,tsvc/s323,s323,,discopop_capability,none,1,0,,,,no-change,1.0,,,0,0,no-baseline
t0_11_classes_c,tsvc/s331,s331,,discopop_capability,none,1,0,,,,no-change,1.0,,,0,0,no-baseline
t0_11_classes_c,tsvc/s341,s341,,discopop_capability,none,1,0,,,,no-change,1.0,,,0,0,no-baseline
t0_11_classes_c,tsvc/vpvtv,vpvtv,,discopop_capability,none,1,0,,,,FASTER,4.337,,,0,0,no-baseline
