run_id,benchmark,kernel,group,arm,model,class,repeat,dp_alone_trials,dp_alone_outcomes,dp_alone_parallel,dp_alone_speedup_vs_seq,agent_outcome,agent_speedup_vs_seq,agent_vs_dp_alone,timing_comparable,rewrites_kept,llm_calls,verdict
v3_pilot_2,tsvc/s211,s211,,default,claude-haiku-4-5-20251001,R,1,0,,,,parallel-not-faster,1.093,,,1,1,no-baseline
v3_pilot_2,tsvc/s211,s211,,default,claude-haiku-4-5-20251001,R,2,0,,,,FASTER,1.242,,,1,2,no-baseline
v3_pilot_2,tsvc/s211,s211,,default,claude-haiku-4-5-20251001,R,3,0,,,,FASTER,1.359,,,1,3,no-baseline
v3_pilot_2,tsvc/s211,s211,,no_evidence,claude-haiku-4-5-20251001,R,1,0,,,,parallel-not-faster,1.092,,,1,5,no-baseline
v3_pilot_2,tsvc/s211,s211,,no_evidence,claude-haiku-4-5-20251001,R,2,0,,,,FASTER,1.569,,,1,1,no-baseline
v3_pilot_2,tsvc/s211,s211,,no_evidence,claude-haiku-4-5-20251001,R,3,0,,,,parallel-not-faster,1.063,,,1,1,no-baseline
v3_pilot_2,tsvc/s212,s212,,default,claude-haiku-4-5-20251001,R,1,0,,,,FASTER,1.191,,,1,5,no-baseline
v3_pilot_2,tsvc/s212,s212,,default,claude-haiku-4-5-20251001,R,2,0,,,,FASTER,2.049,,,1,2,no-baseline
v3_pilot_2,tsvc/s212,s212,,default,claude-haiku-4-5-20251001,R,3,0,,,,FASTER,1.337,,,1,2,no-baseline
v3_pilot_2,tsvc/s212,s212,,no_evidence,claude-haiku-4-5-20251001,R,1,0,,,,FASTER,3.186,,,1,2,no-baseline
v3_pilot_2,tsvc/s212,s212,,no_evidence,claude-haiku-4-5-20251001,R,2,0,,,,FASTER,1.345,,,1,1,no-baseline
v3_pilot_2,tsvc/s212,s212,,no_evidence,claude-haiku-4-5-20251001,R,3,0,,,,FASTER,2.086,,,1,1,no-baseline
v3_pilot_2,tsvc/s241,s241,,default,claude-haiku-4-5-20251001,R,1,0,,,,FASTER,1.531,,,1,1,no-baseline
v3_pilot_2,tsvc/s241,s241,,default,claude-haiku-4-5-20251001,R,2,0,,,,FASTER,1.662,,,1,1,no-baseline
v3_pilot_2,tsvc/s241,s241,,default,claude-haiku-4-5-20251001,R,3,0,,,,FASTER,1.329,,,1,5,no-baseline
v3_pilot_2,tsvc/s241,s241,,no_evidence,claude-haiku-4-5-20251001,R,1,0,,,,FASTER,1.386,,,1,4,no-baseline
v3_pilot_2,tsvc/s241,s241,,no_evidence,claude-haiku-4-5-20251001,R,2,0,,,,FASTER,1.809,,,1,2,no-baseline
v3_pilot_2,tsvc/s241,s241,,no_evidence,claude-haiku-4-5-20251001,R,3,0,,,,FASTER,1.421,,,1,2,no-baseline
