run_id,benchmark,kernel,group,arm,model,repeat,outcome,best_speedup,seq_median_s,seq_kernel_median_s,timing_basis,kernel_program_disagree,dump_exact,dump_exact_seeded,digest_max_rel_err,digest_seeded_rel_err,stable_at_fixed_threads,source_changed,pragmas_in_final,pragmas_discopop,pragmas_llm,rewrites_kept,baseline_pragmas,agent_verdict,llm_calls,input_tokens,output_tokens,cache_read_input_tokens,cost_usd_equivalent,model_seconds,candidates_recorded,reverts,gate_passes_phase_a,settle_dropped,agent_s,verify_s,profile_s,discopop_do_all,host_load_start_1m,host_load_end_1m,started_at,finished_at,verify_size,speed_measurable,require_speedup,timing_cflags,speedup_T6,program_speedup_T6,speedup_T12,program_speedup_T12
pilot_seidel,polybench/seidel-2d,seidel-2d,C,full,claude-haiku-4-5-20251001,1,no-change,1.0,9.6447,9.596077,kernel,False,True,True,0.0,0.0,True,False,0,0,0,0,3,BELOW,9,0,0,0,0.0,55.8,4,0,0,0,136.4,106.7,2.69,8,3.76904296875,3.52734375,2026-09-16T15:11:05,2026-09-16T15:15:08,EXTRALARGE,True,False,,0.999,0.999,1.0,0.999
