benchmark,kind,line,function,applicable,pragma,in_main,in_excluded_function,on_scaffolding,end
polybench/correlation,do_all,144,main,True,#pragma omp parallel for,True,True,True,144
polybench/correlation,do_all,145,main,True,#pragma omp parallel for,True,True,True,145
polybench/correlation,do_all,146,main,True,#pragma omp parallel for,True,True,True,146
polybench/correlation,do_all,34,init_array,True,#pragma omp parallel for,False,True,False,34
polybench/correlation,do_all,33,init_array,True,#pragma omp parallel for,False,True,False,33
polybench/correlation,do_all,78,kernel_correlation,True,#pragma omp parallel for,False,False,False,78
polybench/correlation,do_all,75,kernel_correlation,True,#pragma omp parallel for,False,False,False,75
polybench/correlation,do_all,87,kernel_correlation,True,#pragma omp parallel for,False,False,False,87
polybench/correlation,do_all,84,kernel_correlation,True,#pragma omp parallel for,False,False,False,84
polybench/correlation,do_all,99,kernel_correlation,True,#pragma omp parallel for,False,False,False,99
polybench/correlation,do_all,98,kernel_correlation,True,#pragma omp parallel for,False,False,False,98
polybench/correlation,do_all,112,kernel_correlation,True,#pragma omp parallel for,False,False,False,112
polybench/correlation,do_all,109,kernel_correlation,True,#pragma omp parallel for,False,False,False,109
polybench/correlation,do_all,106,kernel_correlation,True,#pragma omp parallel for,False,False,False,106
polybench/correlation,do_all,49,print_array,True,#pragma omp parallel for,False,True,False,49
polybench/correlation,do_all,48,print_array,True,#pragma omp parallel for,False,True,False,48
polybench/correlation,do_all,88,polybench_flush_cache,True,#pragma omp parallel for,False,True,False,88
polybench/covariance,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/covariance,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/covariance,task,379,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,379
polybench/covariance,task,340,polybench_timer_stop,False,['#pragma omp task'],False,True,False,347
polybench/covariance,task,340,polybench_timer_stop,False,['#pragma omp task'],False,True,False,347
polybench/covariance,task,340,polybench_timer_stop,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,347
polybench/covariance,task,328,polybench_timer_start,False,['#pragma omp task'],False,True,False,334
polybench/covariance,task,328,polybench_timer_start,False,['#pragma omp task'],False,True,False,334
polybench/covariance,task,328,polybench_timer_start,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,334
polybench/covariance,task,318,polybench_prepare_instruments,False,['#pragma omp task'],False,True,False,323
polybench/covariance,task,318,polybench_prepare_instruments,False,['#pragma omp task'],False,True,False,323
polybench/covariance,task,318,polybench_prepare_instruments,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,323
polybench/covariance,task,105,main,False,['#pragma omp task'],True,True,False,106
polybench/covariance,task,105,main,False,['#pragma omp task'],True,True,False,106
polybench/covariance,task,105,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,False,106
polybench/covariance,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/covariance,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/covariance,task,379,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,379
polybench/covariance,do_all,116,main,True,#pragma omp parallel for,True,True,True,116
polybench/covariance,do_all,117,main,True,#pragma omp parallel for,True,True,True,117
polybench/covariance,do_all,118,main,True,#pragma omp parallel for,True,True,True,118
polybench/covariance,do_all,33,init_array,True,#pragma omp parallel for,False,True,False,33
polybench/covariance,do_all,32,init_array,True,#pragma omp parallel for,False,True,False,32
polybench/covariance,do_all,72,kernel_covariance,True,#pragma omp parallel for,False,False,False,72
polybench/covariance,do_all,69,kernel_covariance,True,#pragma omp parallel for,False,False,False,69
polybench/covariance,do_all,79,kernel_covariance,True,#pragma omp parallel for,False,False,False,79
polybench/covariance,do_all,78,kernel_covariance,True,#pragma omp parallel for,False,False,False,78
polybench/covariance,do_all,87,kernel_covariance,True,#pragma omp parallel for,False,False,False,87
polybench/covariance,do_all,84,kernel_covariance,True,#pragma omp parallel for,False,False,False,84
polybench/covariance,do_all,83,kernel_covariance,True,#pragma omp parallel for,False,False,False,83
polybench/covariance,do_all,48,print_array,True,#pragma omp parallel for,False,True,False,48
polybench/covariance,do_all,47,print_array,True,#pragma omp parallel for,False,True,False,47
polybench/covariance,do_all,88,polybench_flush_cache,True,#pragma omp parallel for,False,True,False,88
polybench/doitgen,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/doitgen,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/doitgen,task,379,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,379
polybench/doitgen,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/doitgen,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/doitgen,task,379,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,379
polybench/doitgen,task,340,polybench_timer_stop,False,['#pragma omp task'],False,True,False,347
polybench/doitgen,task,340,polybench_timer_stop,False,['#pragma omp task'],False,True,False,347
polybench/doitgen,task,340,polybench_timer_stop,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,347
polybench/doitgen,task,328,polybench_timer_start,False,['#pragma omp task'],False,True,False,334
polybench/doitgen,task,328,polybench_timer_start,False,['#pragma omp task'],False,True,False,334
polybench/doitgen,task,328,polybench_timer_start,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,334
polybench/doitgen,task,318,polybench_prepare_instruments,False,['#pragma omp task'],False,True,False,323
polybench/doitgen,task,318,polybench_prepare_instruments,False,['#pragma omp task'],False,True,False,323
polybench/doitgen,task,318,polybench_prepare_instruments,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,323
polybench/doitgen,do_all,105,main,True,#pragma omp parallel for,True,True,True,105
polybench/doitgen,do_all,106,main,True,#pragma omp parallel for,True,True,True,106
polybench/doitgen,do_all,107,main,True,#pragma omp parallel for,True,True,True,107
polybench/doitgen,do_all,32,init_array,True,#pragma omp parallel for,False,True,False,32
polybench/doitgen,do_all,31,init_array,True,#pragma omp parallel for,False,True,False,31
polybench/doitgen,do_all,30,init_array,True,#pragma omp parallel for,False,True,False,30
polybench/doitgen,do_all,35,init_array,True,#pragma omp parallel for,False,True,False,35
polybench/doitgen,do_all,34,init_array,True,#pragma omp parallel for,False,True,False,34
polybench/doitgen,do_all,73,kernel_doitgen,True,#pragma omp parallel for,False,False,False,73
polybench/doitgen,do_all,71,kernel_doitgen,True,#pragma omp parallel for,False,False,False,71
polybench/doitgen,do_all,76,kernel_doitgen,True,#pragma omp parallel for,False,False,False,76
polybench/doitgen,do_all,70,kernel_doitgen,True,#pragma omp parallel for,False,False,False,70
polybench/doitgen,do_all,69,kernel_doitgen,True,#pragma omp parallel for,False,False,False,69
polybench/doitgen,do_all,50,print_array,True,#pragma omp parallel for,False,True,False,50
polybench/doitgen,do_all,49,print_array,True,#pragma omp parallel for,False,True,False,49
polybench/doitgen,do_all,48,print_array,True,#pragma omp parallel for,False,True,False,48
polybench/doitgen,do_all,88,polybench_flush_cache,True,#pragma omp parallel for,False,True,False,88
polybench/durbin,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/durbin,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/durbin,task,379,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,379
polybench/durbin,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/durbin,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/durbin,task,379,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,379
polybench/durbin,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/durbin,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/durbin,task,379,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,379
polybench/durbin,task,318,polybench_prepare_instruments,False,['#pragma omp task'],False,True,False,323
polybench/durbin,task,318,polybench_prepare_instruments,False,['#pragma omp task'],False,True,False,323
polybench/durbin,task,318,polybench_prepare_instruments,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,323
polybench/durbin,task,328,polybench_timer_start,False,['#pragma omp task'],False,True,False,334
polybench/durbin,task,328,polybench_timer_start,False,['#pragma omp task'],False,True,False,334
polybench/durbin,task,328,polybench_timer_start,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,334
polybench/durbin,task,340,polybench_timer_stop,False,['#pragma omp task'],False,True,False,347
polybench/durbin,task,340,polybench_timer_stop,False,['#pragma omp task'],False,True,False,347
polybench/durbin,task,340,polybench_timer_stop,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,347
polybench/durbin,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/durbin,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/durbin,task,379,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,379
polybench/durbin,task,123,main,False,['#pragma omp task'],True,True,True,123
polybench/durbin,task,123,main,False,['#pragma omp task'],True,True,True,123
polybench/durbin,task,123,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,True,123
polybench/durbin,task,123,main,False,['#pragma omp task'],True,True,True,123
polybench/durbin,task,123,main,False,['#pragma omp task'],True,True,True,123
polybench/durbin,task,123,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,True,123
polybench/durbin,task,124,main,False,['#pragma omp task'],True,True,True,124
polybench/durbin,task,124,main,False,['#pragma omp task'],True,True,True,124
polybench/durbin,task,124,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,True,124
polybench/durbin,task,125,main,False,['#pragma omp task'],True,True,True,125
polybench/durbin,task,125,main,False,['#pragma omp task'],True,True,True,125
polybench/durbin,task,125,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,True,125
polybench/durbin,task,127,main,False,['#pragma omp task'],True,True,True,127
polybench/durbin,task,127,main,False,['#pragma omp task'],True,True,True,127
polybench/durbin,task,127,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,True,127
polybench/durbin,task,126,main,False,['#pragma omp task'],True,True,True,126
polybench/durbin,task,126,main,False,['#pragma omp task'],True,True,True,126
polybench/durbin,task,126,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,True,126
polybench/durbin,task,127,main,False,['#pragma omp task'],True,True,True,127
polybench/durbin,task,127,main,False,['#pragma omp task'],True,True,True,127
polybench/durbin,task,127,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,True,127
polybench/durbin,task,128,main,False,['#pragma omp task'],True,True,True,128
polybench/durbin,task,128,main,False,['#pragma omp task'],True,True,True,128
polybench/durbin,task,128,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,True,128
polybench/durbin,task,125,main,False,['#pragma omp task'],True,True,True,125
polybench/durbin,task,125,main,False,['#pragma omp task'],True,True,True,125
polybench/durbin,task,125,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,True,125
polybench/durbin,task,124,main,False,['#pragma omp task'],True,True,True,124
polybench/durbin,task,124,main,False,['#pragma omp task'],True,True,True,124
polybench/durbin,task,124,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,True,124
polybench/durbin,task,126,main,False,['#pragma omp task'],True,True,True,126
polybench/durbin,task,126,main,False,['#pragma omp task'],True,True,True,126
polybench/durbin,task,126,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,True,126
polybench/durbin,task,128,main,False,['#pragma omp task'],True,True,True,128
polybench/durbin,task,128,main,False,['#pragma omp task'],True,True,True,128
polybench/durbin,task,128,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,True,128
polybench/durbin,task,120,main,False,['#pragma omp task'],True,True,False,120
polybench/durbin,task,120,main,False,['#pragma omp task'],True,True,False,120
polybench/durbin,task,120,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,False,120
polybench/durbin,do_all,123,main,True,#pragma omp parallel for,True,True,True,123
polybench/durbin,do_all,124,main,True,#pragma omp parallel for,True,True,True,124
polybench/durbin,do_all,125,main,True,#pragma omp parallel for,True,True,True,125
polybench/durbin,do_all,126,main,True,#pragma omp parallel for,True,True,True,126
polybench/durbin,do_all,127,main,True,#pragma omp parallel for,True,True,True,127
polybench/durbin,do_all,128,main,True,#pragma omp parallel for,True,True,True,128
polybench/durbin,do_all,38,init_array,True,#pragma omp parallel for,False,True,False,38
polybench/durbin,do_all,33,init_array,True,#pragma omp parallel for,False,True,False,33
polybench/durbin,do_all,83,kernel_durbin,True,#pragma omp parallel for,False,False,False,83
polybench/durbin,do_all,86,kernel_durbin,True,#pragma omp parallel for,False,False,False,86
polybench/durbin,do_all,90,kernel_durbin,True,#pragma omp parallel for,False,False,False,90
polybench/durbin,do_all,55,print_array,True,#pragma omp parallel for,False,True,False,55
polybench/durbin,do_all,88,polybench_flush_cache,True,#pragma omp parallel for,False,True,False,88
polybench/durbin,reduction,83,kernel_durbin,True,#pragma omp parallel for,False,False,False,83
polybench/durbin,reduction,86,kernel_durbin,True,#pragma omp parallel for,False,False,False,86
polybench/dynprog,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/dynprog,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/dynprog,task,379,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,379
polybench/dynprog,task,340,polybench_timer_stop,False,['#pragma omp task'],False,True,False,347
polybench/dynprog,task,340,polybench_timer_stop,False,['#pragma omp task'],False,True,False,347
polybench/dynprog,task,340,polybench_timer_stop,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,347
polybench/dynprog,task,328,polybench_timer_start,False,['#pragma omp task'],False,True,False,334
polybench/dynprog,task,328,polybench_timer_start,False,['#pragma omp task'],False,True,False,334
polybench/dynprog,task,328,polybench_timer_start,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,334
polybench/dynprog,task,318,polybench_prepare_instruments,False,['#pragma omp task'],False,True,False,323
polybench/dynprog,task,318,polybench_prepare_instruments,False,['#pragma omp task'],False,True,False,323
polybench/dynprog,task,318,polybench_prepare_instruments,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,323
polybench/dynprog,do_all,104,main,True,#pragma omp parallel for,True,True,True,104
polybench/dynprog,do_all,105,main,True,#pragma omp parallel for,True,True,True,105
polybench/dynprog,do_all,106,main,True,#pragma omp parallel for,True,True,True,106
polybench/dynprog,do_all,30,init_array,True,#pragma omp parallel for,False,True,False,30
polybench/dynprog,do_all,29,init_array,True,#pragma omp parallel for,False,True,False,29
polybench/dynprog,do_all,64,kernel_dynprog,True,#pragma omp parallel for,False,False,False,64
polybench/dynprog,do_all,63,kernel_dynprog,True,#pragma omp parallel for,False,False,False,63
polybench/dynprog,do_all,72,kernel_dynprog,True,#pragma omp parallel for,False,False,False,72
polybench/dynprog,do_all,69,kernel_dynprog,True,#pragma omp parallel for,False,False,False,69
polybench/dynprog,do_all,67,kernel_dynprog,True,#pragma omp parallel for,False,False,False,67
polybench/dynprog,do_all,88,polybench_flush_cache,True,#pragma omp parallel for,False,True,False,88
polybench/dynprog,do_all,61,kernel_dynprog,True,#pragma omp parallel for,False,False,False,61
polybench/dynprog,reduction,61,kernel_dynprog,True,#pragma omp parallel for,False,False,False,61
polybench/fdtd-2d,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/fdtd-2d,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/fdtd-2d,task,379,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,379
polybench/fdtd-2d,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/fdtd-2d,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/fdtd-2d,task,379,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,379
polybench/fdtd-2d,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/fdtd-2d,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/fdtd-2d,task,379,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,379
polybench/fdtd-2d,task,111,main,False,['#pragma omp task'],True,True,False,112
polybench/fdtd-2d,task,111,main,False,['#pragma omp task'],True,True,False,112
polybench/fdtd-2d,task,111,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,False,112
polybench/fdtd-2d,task,340,polybench_timer_stop,False,['#pragma omp task'],False,True,False,347
polybench/fdtd-2d,task,340,polybench_timer_stop,False,['#pragma omp task'],False,True,False,347
polybench/fdtd-2d,task,340,polybench_timer_stop,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,347
polybench/fdtd-2d,task,328,polybench_timer_start,False,['#pragma omp task'],False,True,False,334
polybench/fdtd-2d,task,328,polybench_timer_start,False,['#pragma omp task'],False,True,False,334
polybench/fdtd-2d,task,328,polybench_timer_start,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,334
polybench/fdtd-2d,task,318,polybench_prepare_instruments,False,['#pragma omp task'],False,True,False,323
polybench/fdtd-2d,task,318,polybench_prepare_instruments,False,['#pragma omp task'],False,True,False,323
polybench/fdtd-2d,task,318,polybench_prepare_instruments,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,323
polybench/fdtd-2d,task,129,main,False,['#pragma omp task'],True,True,True,129
polybench/fdtd-2d,task,129,main,False,['#pragma omp task'],True,True,True,129
polybench/fdtd-2d,task,129,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,True,129
polybench/fdtd-2d,task,130,main,False,['#pragma omp task'],True,True,True,130
polybench/fdtd-2d,task,130,main,False,['#pragma omp task'],True,True,True,130
polybench/fdtd-2d,task,130,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,True,130
polybench/fdtd-2d,task,127,main,False,['#pragma omp task'],True,True,True,127
polybench/fdtd-2d,task,127,main,False,['#pragma omp task'],True,True,True,127
polybench/fdtd-2d,task,127,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,True,127
polybench/fdtd-2d,task,128,main,False,['#pragma omp task'],True,True,True,128
polybench/fdtd-2d,task,128,main,False,['#pragma omp task'],True,True,True,128
polybench/fdtd-2d,task,128,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,True,128
polybench/fdtd-2d,task,129,main,False,['#pragma omp task'],True,True,True,129
polybench/fdtd-2d,task,129,main,False,['#pragma omp task'],True,True,True,129
polybench/fdtd-2d,task,129,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,True,129
polybench/fdtd-2d,task,130,main,False,['#pragma omp task'],True,True,True,130
polybench/fdtd-2d,task,130,main,False,['#pragma omp task'],True,True,True,130
polybench/fdtd-2d,task,130,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,True,130
polybench/fdtd-2d,task,128,main,False,['#pragma omp task'],True,True,True,128
polybench/fdtd-2d,task,128,main,False,['#pragma omp task'],True,True,True,128
polybench/fdtd-2d,task,128,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,True,128
polybench/fdtd-2d,task,124,main,False,['#pragma omp task'],True,True,False,124
polybench/fdtd-2d,task,124,main,False,['#pragma omp task'],True,True,False,124
polybench/fdtd-2d,task,124,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,False,124
polybench/fdtd-2d,task,127,main,False,['#pragma omp task'],True,True,True,127
polybench/fdtd-2d,task,127,main,False,['#pragma omp task'],True,True,True,127
polybench/fdtd-2d,task,127,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,True,127
polybench/fdtd-2d,do_all,127,main,True,#pragma omp parallel for,True,True,True,127
polybench/fdtd-2d,do_all,128,main,True,#pragma omp parallel for,True,True,True,128
polybench/fdtd-2d,do_all,129,main,True,#pragma omp parallel for,True,True,True,129
polybench/fdtd-2d,do_all,130,main,True,#pragma omp parallel for,True,True,True,130
polybench/fdtd-2d,do_all,34,init_array,True,#pragma omp parallel for,False,True,False,34
polybench/fdtd-2d,do_all,37,init_array,True,#pragma omp parallel for,False,True,False,37
polybench/fdtd-2d,do_all,36,init_array,True,#pragma omp parallel for,False,True,False,36
polybench/fdtd-2d,do_all,85,kernel_fdtd_2d,True,#pragma omp parallel for,False,False,False,85
polybench/fdtd-2d,do_all,88,kernel_fdtd_2d,True,#pragma omp parallel for,False,False,False,88
polybench/fdtd-2d,do_all,87,kernel_fdtd_2d,True,#pragma omp parallel for,False,False,False,87
polybench/fdtd-2d,do_all,91,kernel_fdtd_2d,True,#pragma omp parallel for,False,False,False,91
polybench/fdtd-2d,do_all,90,kernel_fdtd_2d,True,#pragma omp parallel for,False,False,False,90
polybench/fdtd-2d,do_all,94,kernel_fdtd_2d,True,#pragma omp parallel for,False,False,False,94
polybench/fdtd-2d,do_all,93,kernel_fdtd_2d,True,#pragma omp parallel for,False,False,False,93
polybench/fdtd-2d,do_all,58,print_array,True,#pragma omp parallel for,False,True,False,58
polybench/fdtd-2d,do_all,57,print_array,True,#pragma omp parallel for,False,True,False,57
polybench/fdtd-2d,do_all,88,polybench_flush_cache,True,#pragma omp parallel for,False,True,False,88
polybench/fdtd-2d,reduction,91,kernel_fdtd_2d,True,#pragma omp parallel for,False,False,False,91
polybench/fdtd-2d,reduction,87,kernel_fdtd_2d,True,#pragma omp parallel for,False,False,False,87
polybench/fdtd-2d,reduction,88,kernel_fdtd_2d,True,#pragma omp parallel for,False,False,False,88
polybench/fdtd-apml,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/fdtd-apml,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/fdtd-apml,task,379,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,379
polybench/fdtd-apml,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/fdtd-apml,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/fdtd-apml,task,379,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,379
polybench/fdtd-apml,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/fdtd-apml,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/fdtd-apml,task,379,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,379
polybench/fdtd-apml,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/fdtd-apml,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/fdtd-apml,task,379,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,379
polybench/fdtd-apml,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/fdtd-apml,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/fdtd-apml,task,379,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,379
polybench/fdtd-apml,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/fdtd-apml,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/fdtd-apml,task,379,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,379
polybench/fdtd-apml,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/fdtd-apml,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/fdtd-apml,task,379,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,379
polybench/fdtd-apml,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/fdtd-apml,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/fdtd-apml,task,379,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,379
polybench/fdtd-apml,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/fdtd-apml,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/fdtd-apml,task,379,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,379
polybench/fdtd-apml,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/fdtd-apml,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/fdtd-apml,task,379,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,379
polybench/fdtd-apml,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/fdtd-apml,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/fdtd-apml,task,379,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,379
polybench/fdtd-apml,task,190,main,False,['#pragma omp task'],True,True,False,191
polybench/fdtd-apml,task,190,main,False,['#pragma omp task'],True,True,False,191
polybench/fdtd-apml,task,190,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,False,191
polybench/fdtd-apml,task,340,polybench_timer_stop,False,['#pragma omp task'],False,True,False,347
polybench/fdtd-apml,task,340,polybench_timer_stop,False,['#pragma omp task'],False,True,False,347
polybench/fdtd-apml,task,340,polybench_timer_stop,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,347
polybench/fdtd-apml,task,328,polybench_timer_start,False,['#pragma omp task'],False,True,False,334
polybench/fdtd-apml,task,328,polybench_timer_start,False,['#pragma omp task'],False,True,False,334
polybench/fdtd-apml,task,328,polybench_timer_start,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,334
polybench/fdtd-apml,task,318,polybench_prepare_instruments,False,['#pragma omp task'],False,True,False,323
polybench/fdtd-apml,task,318,polybench_prepare_instruments,False,['#pragma omp task'],False,True,False,323
polybench/fdtd-apml,task,318,polybench_prepare_instruments,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,323
polybench/fdtd-apml,task,219,main,False,['#pragma omp task'],True,True,True,219
polybench/fdtd-apml,task,219,main,False,['#pragma omp task'],True,True,True,219
polybench/fdtd-apml,task,219,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,True,219
polybench/fdtd-apml,task,213,main,False,['#pragma omp task'],True,True,True,213
polybench/fdtd-apml,task,213,main,False,['#pragma omp task'],True,True,True,213
polybench/fdtd-apml,task,213,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,True,213
polybench/fdtd-apml,task,221,main,False,['#pragma omp task'],True,True,True,221
polybench/fdtd-apml,task,221,main,False,['#pragma omp task'],True,True,True,221
polybench/fdtd-apml,task,221,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,True,221
polybench/fdtd-apml,task,223,main,False,['#pragma omp task'],True,True,True,223
polybench/fdtd-apml,task,223,main,False,['#pragma omp task'],True,True,True,223
polybench/fdtd-apml,task,223,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,True,223
polybench/fdtd-apml,task,208,main,False,['#pragma omp task'],True,True,False,208
polybench/fdtd-apml,task,208,main,False,['#pragma omp task'],True,True,False,208
polybench/fdtd-apml,task,208,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,False,208
polybench/fdtd-apml,task,222,main,False,['#pragma omp task'],True,True,True,222
polybench/fdtd-apml,task,222,main,False,['#pragma omp task'],True,True,True,222
polybench/fdtd-apml,task,222,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,True,222
polybench/fdtd-apml,task,212,main,False,['#pragma omp task'],True,True,True,212
polybench/fdtd-apml,task,212,main,False,['#pragma omp task'],True,True,True,212
polybench/fdtd-apml,task,212,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,True,212
polybench/fdtd-apml,task,211,main,False,['#pragma omp task'],True,True,True,211
polybench/fdtd-apml,task,211,main,False,['#pragma omp task'],True,True,True,211
polybench/fdtd-apml,task,211,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,True,211
polybench/fdtd-apml,task,212,main,False,['#pragma omp task'],True,True,True,212
polybench/fdtd-apml,task,212,main,False,['#pragma omp task'],True,True,True,212
polybench/fdtd-apml,task,212,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,True,212
polybench/fdtd-apml,task,220,main,False,['#pragma omp task'],True,True,True,220
