benchmark,kind,line,function,applicable,pragma,in_main,in_excluded_function,on_scaffolding,end
polybench/fdtd-apml,task,220,main,False,['#pragma omp task'],True,True,True,220
polybench/fdtd-apml,task,220,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,True,220
polybench/fdtd-apml,task,213,main,False,['#pragma omp task'],True,True,True,213
polybench/fdtd-apml,task,213,main,False,['#pragma omp task'],True,True,True,213
polybench/fdtd-apml,task,213,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,True,213
polybench/fdtd-apml,task,214,main,False,['#pragma omp task'],True,True,True,214
polybench/fdtd-apml,task,214,main,False,['#pragma omp task'],True,True,True,214
polybench/fdtd-apml,task,214,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,True,214
polybench/fdtd-apml,task,214,main,False,['#pragma omp task'],True,True,True,214
polybench/fdtd-apml,task,214,main,False,['#pragma omp task'],True,True,True,214
polybench/fdtd-apml,task,214,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,True,214
polybench/fdtd-apml,task,215,main,False,['#pragma omp task'],True,True,True,215
polybench/fdtd-apml,task,215,main,False,['#pragma omp task'],True,True,True,215
polybench/fdtd-apml,task,215,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,True,215
polybench/fdtd-apml,task,216,main,False,['#pragma omp task'],True,True,True,216
polybench/fdtd-apml,task,216,main,False,['#pragma omp task'],True,True,True,216
polybench/fdtd-apml,task,216,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,True,216
polybench/fdtd-apml,task,217,main,False,['#pragma omp task'],True,True,True,217
polybench/fdtd-apml,task,217,main,False,['#pragma omp task'],True,True,True,217
polybench/fdtd-apml,task,217,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,True,217
polybench/fdtd-apml,task,217,main,False,['#pragma omp task'],True,True,True,217
polybench/fdtd-apml,task,217,main,False,['#pragma omp task'],True,True,True,217
polybench/fdtd-apml,task,217,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,True,217
polybench/fdtd-apml,task,218,main,False,['#pragma omp task'],True,True,True,218
polybench/fdtd-apml,task,218,main,False,['#pragma omp task'],True,True,True,218
polybench/fdtd-apml,task,218,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,True,218
polybench/fdtd-apml,task,224,main,False,['#pragma omp task'],True,True,True,224
polybench/fdtd-apml,task,224,main,False,['#pragma omp task'],True,True,True,224
polybench/fdtd-apml,task,224,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,True,224
polybench/fdtd-apml,task,219,main,False,['#pragma omp task'],True,True,True,219
polybench/fdtd-apml,task,219,main,False,['#pragma omp task'],True,True,True,219
polybench/fdtd-apml,task,219,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,True,219
polybench/fdtd-apml,task,218,main,False,['#pragma omp task'],True,True,True,218
polybench/fdtd-apml,task,218,main,False,['#pragma omp task'],True,True,True,218
polybench/fdtd-apml,task,218,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,True,218
polybench/fdtd-apml,task,220,main,False,['#pragma omp task'],True,True,True,220
polybench/fdtd-apml,task,220,main,False,['#pragma omp task'],True,True,True,220
polybench/fdtd-apml,task,220,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,True,220
polybench/fdtd-apml,task,221,main,False,['#pragma omp task'],True,True,True,221
polybench/fdtd-apml,task,221,main,False,['#pragma omp task'],True,True,True,221
polybench/fdtd-apml,task,221,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,True,221
polybench/fdtd-apml,task,216,main,False,['#pragma omp task'],True,True,True,216
polybench/fdtd-apml,task,216,main,False,['#pragma omp task'],True,True,True,216
polybench/fdtd-apml,task,216,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,True,216
polybench/fdtd-apml,task,222,main,False,['#pragma omp task'],True,True,True,222
polybench/fdtd-apml,task,222,main,False,['#pragma omp task'],True,True,True,222
polybench/fdtd-apml,task,222,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,True,222
polybench/fdtd-apml,task,223,main,False,['#pragma omp task'],True,True,True,223
polybench/fdtd-apml,task,223,main,False,['#pragma omp task'],True,True,True,223
polybench/fdtd-apml,task,223,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,True,223
polybench/fdtd-apml,task,224,main,False,['#pragma omp task'],True,True,True,224
polybench/fdtd-apml,task,224,main,False,['#pragma omp task'],True,True,True,224
polybench/fdtd-apml,task,224,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,True,224
polybench/fdtd-apml,task,211,main,False,['#pragma omp task'],True,True,True,211
polybench/fdtd-apml,task,211,main,False,['#pragma omp task'],True,True,True,211
polybench/fdtd-apml,task,211,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,True,211
polybench/fdtd-apml,task,215,main,False,['#pragma omp task'],True,True,True,215
polybench/fdtd-apml,task,215,main,False,['#pragma omp task'],True,True,True,215
polybench/fdtd-apml,task,215,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,True,215
polybench/fdtd-apml,do_all,211,main,True,#pragma omp parallel for,True,True,True,211
polybench/fdtd-apml,do_all,212,main,True,#pragma omp parallel for,True,True,True,212
polybench/fdtd-apml,do_all,213,main,True,#pragma omp parallel for,True,True,True,213
polybench/fdtd-apml,do_all,214,main,True,#pragma omp parallel for,True,True,True,214
polybench/fdtd-apml,do_all,215,main,True,#pragma omp parallel for,True,True,True,215
polybench/fdtd-apml,do_all,216,main,True,#pragma omp parallel for,True,True,True,216
polybench/fdtd-apml,do_all,217,main,True,#pragma omp parallel for,True,True,True,217
polybench/fdtd-apml,do_all,218,main,True,#pragma omp parallel for,True,True,True,218
polybench/fdtd-apml,do_all,219,main,True,#pragma omp parallel for,True,True,True,219
polybench/fdtd-apml,do_all,220,main,True,#pragma omp parallel for,True,True,True,220
polybench/fdtd-apml,do_all,221,main,True,#pragma omp parallel for,True,True,True,221
polybench/fdtd-apml,do_all,222,main,True,#pragma omp parallel for,True,True,True,222
polybench/fdtd-apml,do_all,223,main,True,#pragma omp parallel for,True,True,True,223
polybench/fdtd-apml,do_all,224,main,True,#pragma omp parallel for,True,True,True,224
polybench/fdtd-apml,do_all,44,init_array,True,#pragma omp parallel for,False,True,False,44
polybench/fdtd-apml,do_all,49,init_array,True,#pragma omp parallel for,False,True,False,49
polybench/fdtd-apml,do_all,54,init_array,True,#pragma omp parallel for,False,True,False,54
polybench/fdtd-apml,do_all,65,init_array,True,#pragma omp parallel for,False,True,False,65
polybench/fdtd-apml,do_all,61,init_array,True,#pragma omp parallel for,False,True,False,61
polybench/fdtd-apml,do_all,60,init_array,True,#pragma omp parallel for,False,True,False,60
polybench/fdtd-apml,do_all,131,kernel_fdtd_apml,True,#pragma omp parallel for,False,False,False,131
polybench/fdtd-apml,do_all,127,kernel_fdtd_apml,True,#pragma omp parallel for,False,False,False,127
polybench/fdtd-apml,do_all,90,print_array,True,#pragma omp parallel for,False,True,False,90
polybench/fdtd-apml,do_all,89,print_array,True,#pragma omp parallel for,False,True,False,89
polybench/fdtd-apml,do_all,88,print_array,True,#pragma omp parallel for,False,True,False,88
polybench/fdtd-apml,do_all,88,polybench_flush_cache,True,#pragma omp parallel for,False,True,False,88
polybench/floyd-warshall,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/floyd-warshall,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/floyd-warshall,task,379,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,379
polybench/floyd-warshall,task,340,polybench_timer_stop,False,['#pragma omp task'],False,True,False,347
polybench/floyd-warshall,task,340,polybench_timer_stop,False,['#pragma omp task'],False,True,False,347
polybench/floyd-warshall,task,340,polybench_timer_stop,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,347
polybench/floyd-warshall,task,328,polybench_timer_start,False,['#pragma omp task'],False,True,False,334
polybench/floyd-warshall,task,328,polybench_timer_start,False,['#pragma omp task'],False,True,False,334
polybench/floyd-warshall,task,328,polybench_timer_start,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,334
polybench/floyd-warshall,task,318,polybench_prepare_instruments,False,['#pragma omp task'],False,True,False,323
polybench/floyd-warshall,task,318,polybench_prepare_instruments,False,['#pragma omp task'],False,True,False,323
polybench/floyd-warshall,task,318,polybench_prepare_instruments,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,323
polybench/floyd-warshall,task,77,main,False,['#pragma omp task'],True,True,False,80
polybench/floyd-warshall,task,77,main,False,['#pragma omp task'],True,True,False,80
polybench/floyd-warshall,task,77,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,False,80
polybench/floyd-warshall,task,90,main,False,['#pragma omp task'],True,True,True,90
polybench/floyd-warshall,task,90,main,False,['#pragma omp task'],True,True,True,90
polybench/floyd-warshall,task,90,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,True,90
polybench/floyd-warshall,task,87,main,False,['#pragma omp task'],True,True,False,87
polybench/floyd-warshall,task,87,main,False,['#pragma omp task'],True,True,False,87
polybench/floyd-warshall,task,87,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,False,87
polybench/floyd-warshall,task,90,main,False,['#pragma omp task'],True,True,True,90
polybench/floyd-warshall,task,90,main,False,['#pragma omp task'],True,True,True,90
polybench/floyd-warshall,task,90,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,True,90
polybench/floyd-warshall,do_all,90,main,True,#pragma omp parallel for,True,True,True,90
polybench/floyd-warshall,do_all,30,init_array,True,#pragma omp parallel for,False,True,False,30
polybench/floyd-warshall,do_all,29,init_array,True,#pragma omp parallel for,False,True,False,29
polybench/floyd-warshall,do_all,45,print_array,True,#pragma omp parallel for,False,True,False,45
polybench/floyd-warshall,do_all,44,print_array,True,#pragma omp parallel for,False,True,False,44
polybench/floyd-warshall,do_all,88,polybench_flush_cache,True,#pragma omp parallel for,False,True,False,88
polybench/gemm,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/gemm,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/gemm,task,379,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,379
polybench/gemm,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/gemm,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/gemm,task,379,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,379
polybench/gemm,task,340,polybench_timer_stop,False,['#pragma omp task'],False,True,False,347
polybench/gemm,task,340,polybench_timer_stop,False,['#pragma omp task'],False,True,False,347
polybench/gemm,task,340,polybench_timer_stop,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,347
polybench/gemm,task,328,polybench_timer_start,False,['#pragma omp task'],False,True,False,334
polybench/gemm,task,328,polybench_timer_start,False,['#pragma omp task'],False,True,False,334
polybench/gemm,task,328,polybench_timer_start,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,334
polybench/gemm,task,318,polybench_prepare_instruments,False,['#pragma omp task'],False,True,False,323
polybench/gemm,task,318,polybench_prepare_instruments,False,['#pragma omp task'],False,True,False,323
polybench/gemm,task,318,polybench_prepare_instruments,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,323
polybench/gemm,task,101,main,False,['#pragma omp task'],True,True,False,102
polybench/gemm,task,101,main,False,['#pragma omp task'],True,True,False,102
polybench/gemm,task,101,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,False,102
polybench/gemm,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/gemm,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/gemm,task,379,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,379
polybench/gemm,task,116,main,False,['#pragma omp task'],True,True,True,116
polybench/gemm,task,116,main,False,['#pragma omp task'],True,True,True,116
polybench/gemm,task,116,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,True,116
polybench/gemm,task,114,main,False,['#pragma omp task'],True,True,True,114
polybench/gemm,task,114,main,False,['#pragma omp task'],True,True,True,114
polybench/gemm,task,114,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,True,114
polybench/gemm,task,111,main,False,['#pragma omp task'],True,True,False,111
polybench/gemm,task,111,main,False,['#pragma omp task'],True,True,False,111
polybench/gemm,task,111,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,False,111
polybench/gemm,task,115,main,False,['#pragma omp task'],True,True,True,115
polybench/gemm,task,115,main,False,['#pragma omp task'],True,True,True,115
polybench/gemm,task,115,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,True,115
polybench/gemm,task,116,main,False,['#pragma omp task'],True,True,True,116
polybench/gemm,task,116,main,False,['#pragma omp task'],True,True,True,116
polybench/gemm,task,116,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,True,116
polybench/gemm,task,115,main,False,['#pragma omp task'],True,True,True,115
polybench/gemm,task,115,main,False,['#pragma omp task'],True,True,True,115
polybench/gemm,task,115,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,True,115
polybench/gemm,task,114,main,False,['#pragma omp task'],True,True,True,114
polybench/gemm,task,114,main,False,['#pragma omp task'],True,True,True,114
polybench/gemm,task,114,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,True,114
polybench/gemm,do_all,114,main,True,#pragma omp parallel for,True,True,True,114
polybench/gemm,do_all,115,main,True,#pragma omp parallel for,True,True,True,115
polybench/gemm,do_all,116,main,True,#pragma omp parallel for,True,True,True,116
polybench/gemm,do_all,36,init_array,True,#pragma omp parallel for,False,True,False,36
polybench/gemm,do_all,35,init_array,True,#pragma omp parallel for,False,True,False,35
polybench/gemm,do_all,39,init_array,True,#pragma omp parallel for,False,True,False,39
polybench/gemm,do_all,38,init_array,True,#pragma omp parallel for,False,True,False,38
polybench/gemm,do_all,42,init_array,True,#pragma omp parallel for,False,True,False,42
polybench/gemm,do_all,41,init_array,True,#pragma omp parallel for,False,True,False,41
polybench/gemm,do_all,82,kernel_gemm,True,#pragma omp parallel for,False,False,False,82
polybench/gemm,do_all,79,kernel_gemm,True,#pragma omp parallel for,False,False,False,79
polybench/gemm,do_all,78,kernel_gemm,True,#pragma omp parallel for,False,False,False,78
polybench/gemm,do_all,56,print_array,True,#pragma omp parallel for,False,True,False,56
polybench/gemm,do_all,55,print_array,True,#pragma omp parallel for,False,True,False,55
polybench/gemm,do_all,88,polybench_flush_cache,True,#pragma omp parallel for,False,True,False,88
polybench/gemm,reduction,82,kernel_gemm,True,#pragma omp parallel for,False,False,False,82
polybench/gemver,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/gemver,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/gemver,task,379,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,379
polybench/gemver,task,340,polybench_timer_stop,False,['#pragma omp task'],False,True,False,347
polybench/gemver,task,340,polybench_timer_stop,False,['#pragma omp task'],False,True,False,347
polybench/gemver,task,340,polybench_timer_stop,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,347
polybench/gemver,task,328,polybench_timer_start,False,['#pragma omp task'],False,True,False,334
polybench/gemver,task,328,polybench_timer_start,False,['#pragma omp task'],False,True,False,334
polybench/gemver,task,328,polybench_timer_start,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,334
polybench/gemver,task,318,polybench_prepare_instruments,False,['#pragma omp task'],False,True,False,323
polybench/gemver,task,318,polybench_prepare_instruments,False,['#pragma omp task'],False,True,False,323
polybench/gemver,task,318,polybench_prepare_instruments,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,323
polybench/gemver,do_all,147,main,True,#pragma omp parallel for,True,True,True,147
polybench/gemver,do_all,148,main,True,#pragma omp parallel for,True,True,True,148
polybench/gemver,do_all,149,main,True,#pragma omp parallel for,True,True,True,149
polybench/gemver,do_all,150,main,True,#pragma omp parallel for,True,True,True,150
polybench/gemver,do_all,151,main,True,#pragma omp parallel for,True,True,True,151
polybench/gemver,do_all,152,main,True,#pragma omp parallel for,True,True,True,152
polybench/gemver,do_all,153,main,True,#pragma omp parallel for,True,True,True,153
polybench/gemver,do_all,154,main,True,#pragma omp parallel for,True,True,True,154
polybench/gemver,do_all,155,main,True,#pragma omp parallel for,True,True,True,155
polybench/gemver,do_all,52,init_array,True,#pragma omp parallel for,False,True,False,52
polybench/gemver,do_all,42,init_array,True,#pragma omp parallel for,False,True,False,42
polybench/gemver,do_all,94,kernel_gemver,True,#pragma omp parallel for,False,False,False,94
polybench/gemver,do_all,93,kernel_gemver,True,#pragma omp parallel for,False,False,False,93
polybench/gemver,do_all,98,kernel_gemver,True,#pragma omp parallel for,False,False,False,98
polybench/gemver,do_all,97,kernel_gemver,True,#pragma omp parallel for,False,False,False,97
polybench/gemver,do_all,101,kernel_gemver,True,#pragma omp parallel for,False,False,False,101
polybench/gemver,do_all,105,kernel_gemver,True,#pragma omp parallel for,False,False,False,105
polybench/gemver,do_all,104,kernel_gemver,True,#pragma omp parallel for,False,False,False,104
polybench/gemver,do_all,66,print_array,True,#pragma omp parallel for,False,True,False,66
polybench/gemver,do_all,88,polybench_flush_cache,True,#pragma omp parallel for,False,True,False,88
polybench/gesummv,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/gesummv,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/gesummv,task,379,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,379
polybench/gesummv,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/gesummv,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/gesummv,task,379,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,379
polybench/gesummv,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/gesummv,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/gesummv,task,379,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,379
polybench/gesummv,task,328,polybench_timer_start,False,['#pragma omp task'],False,True,False,334
polybench/gesummv,task,328,polybench_timer_start,False,['#pragma omp task'],False,True,False,334
polybench/gesummv,task,328,polybench_timer_start,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,334
polybench/gesummv,task,318,polybench_prepare_instruments,False,['#pragma omp task'],False,True,False,323
polybench/gesummv,task,318,polybench_prepare_instruments,False,['#pragma omp task'],False,True,False,323
polybench/gesummv,task,318,polybench_prepare_instruments,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,323
polybench/gesummv,task,340,polybench_timer_stop,False,['#pragma omp task'],False,True,False,347
polybench/gesummv,task,340,polybench_timer_stop,False,['#pragma omp task'],False,True,False,347
polybench/gesummv,task,340,polybench_timer_stop,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,347
polybench/gesummv,do_all,118,main,True,#pragma omp parallel for,True,True,True,118
polybench/gesummv,do_all,119,main,True,#pragma omp parallel for,True,True,True,119
polybench/gesummv,do_all,120,main,True,#pragma omp parallel for,True,True,True,120
polybench/gesummv,do_all,121,main,True,#pragma omp parallel for,True,True,True,121
polybench/gesummv,do_all,122,main,True,#pragma omp parallel for,True,True,True,122
polybench/gesummv,do_all,38,init_array,True,#pragma omp parallel for,False,True,False,38
polybench/gesummv,do_all,35,init_array,True,#pragma omp parallel for,False,True,False,35
polybench/gesummv,do_all,81,kernel_gesummv,True,#pragma omp parallel for,False,False,False,81
polybench/gesummv,do_all,77,kernel_gesummv,True,#pragma omp parallel for,False,False,False,77
polybench/gesummv,do_all,55,print_array,True,#pragma omp parallel for,False,True,False,55
polybench/gesummv,do_all,88,polybench_flush_cache,True,#pragma omp parallel for,False,True,False,88
polybench/gramschmidt,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/gramschmidt,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/gramschmidt,task,379,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,379
polybench/gramschmidt,task,340,polybench_timer_stop,False,['#pragma omp task'],False,True,False,347
polybench/gramschmidt,task,340,polybench_timer_stop,False,['#pragma omp task'],False,True,False,347
polybench/gramschmidt,task,340,polybench_timer_stop,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,347
polybench/gramschmidt,task,328,polybench_timer_start,False,['#pragma omp task'],False,True,False,334
polybench/gramschmidt,task,328,polybench_timer_start,False,['#pragma omp task'],False,True,False,334
polybench/gramschmidt,task,328,polybench_timer_start,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,334
polybench/gramschmidt,task,318,polybench_prepare_instruments,False,['#pragma omp task'],False,True,False,323
polybench/gramschmidt,task,318,polybench_prepare_instruments,False,['#pragma omp task'],False,True,False,323
polybench/gramschmidt,task,318,polybench_prepare_instruments,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,323
polybench/gramschmidt,do_all,129,main,True,#pragma omp parallel for,True,True,True,129
polybench/gramschmidt,do_all,130,main,True,#pragma omp parallel for,True,True,True,130
polybench/gramschmidt,do_all,131,main,True,#pragma omp parallel for,True,True,True,131
polybench/gramschmidt,do_all,32,init_array,True,#pragma omp parallel for,False,True,False,32
polybench/gramschmidt,do_all,31,init_array,True,#pragma omp parallel for,False,True,False,31
polybench/gramschmidt,do_all,37,init_array,True,#pragma omp parallel for,False,True,False,37
polybench/gramschmidt,do_all,36,init_array,True,#pragma omp parallel for,False,True,False,36
polybench/gramschmidt,do_all,92,kernel_gramschmidt,True,#pragma omp parallel for,False,False,False,92
polybench/gramschmidt,do_all,97,kernel_gramschmidt,True,#pragma omp parallel for,False,False,False,97
polybench/gramschmidt,do_all,99,kernel_gramschmidt,True,#pragma omp parallel for,False,False,False,99
polybench/gramschmidt,do_all,94,kernel_gramschmidt,True,#pragma omp parallel for,False,False,False,94
polybench/gramschmidt,do_all,86,kernel_gramschmidt,True,#pragma omp parallel for,False,False,False,86
polybench/gramschmidt,do_all,53,print_array,True,#pragma omp parallel for,False,True,False,53
polybench/gramschmidt,do_all,52,print_array,True,#pragma omp parallel for,False,True,False,52
polybench/gramschmidt,do_all,59,print_array,True,#pragma omp parallel for,False,True,False,59
polybench/gramschmidt,do_all,58,print_array,True,#pragma omp parallel for,False,True,False,58
polybench/gramschmidt,do_all,65,print_array,True,#pragma omp parallel for,False,True,False,65
polybench/gramschmidt,do_all,64,print_array,True,#pragma omp parallel for,False,True,False,64
polybench/gramschmidt,do_all,88,polybench_flush_cache,True,#pragma omp parallel for,False,True,False,88
polybench/gramschmidt,do_all,89,kernel_gramschmidt,True,#pragma omp parallel for,False,False,False,89
polybench/gramschmidt,reduction,89,kernel_gramschmidt,True,#pragma omp parallel for,False,False,False,89
polybench/jacobi-1d-imper,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/jacobi-1d-imper,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/jacobi-1d-imper,task,379,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,379
polybench/jacobi-1d-imper,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/jacobi-1d-imper,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/jacobi-1d-imper,task,379,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,379
polybench/jacobi-1d-imper,task,340,polybench_timer_stop,False,['#pragma omp task'],False,True,False,347
polybench/jacobi-1d-imper,task,340,polybench_timer_stop,False,['#pragma omp task'],False,True,False,347
polybench/jacobi-1d-imper,task,340,polybench_timer_stop,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,347
polybench/jacobi-1d-imper,task,328,polybench_timer_start,False,['#pragma omp task'],False,True,False,334
polybench/jacobi-1d-imper,task,328,polybench_timer_start,False,['#pragma omp task'],False,True,False,334
polybench/jacobi-1d-imper,task,328,polybench_timer_start,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,334
polybench/jacobi-1d-imper,task,318,polybench_prepare_instruments,False,['#pragma omp task'],False,True,False,323
polybench/jacobi-1d-imper,task,318,polybench_prepare_instruments,False,['#pragma omp task'],False,True,False,323
polybench/jacobi-1d-imper,task,318,polybench_prepare_instruments,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,323
polybench/jacobi-1d-imper,task,98,main,False,['#pragma omp task'],True,True,True,98
polybench/jacobi-1d-imper,task,98,main,False,['#pragma omp task'],True,True,True,98
polybench/jacobi-1d-imper,task,98,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,True,98
polybench/jacobi-1d-imper,task,97,main,False,['#pragma omp task'],True,True,True,97
polybench/jacobi-1d-imper,task,97,main,False,['#pragma omp task'],True,True,True,97
polybench/jacobi-1d-imper,task,97,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,True,97
polybench/jacobi-1d-imper,task,98,main,False,['#pragma omp task'],True,True,True,98
polybench/jacobi-1d-imper,task,98,main,False,['#pragma omp task'],True,True,True,98
polybench/jacobi-1d-imper,task,98,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,True,98
polybench/jacobi-1d-imper,task,97,main,False,['#pragma omp task'],True,True,True,97
polybench/jacobi-1d-imper,task,97,main,False,['#pragma omp task'],True,True,True,97
polybench/jacobi-1d-imper,task,97,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,True,97
polybench/jacobi-1d-imper,task,94,main,False,['#pragma omp task'],True,True,False,94
polybench/jacobi-1d-imper,task,94,main,False,['#pragma omp task'],True,True,False,94
polybench/jacobi-1d-imper,task,94,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,False,94
polybench/jacobi-1d-imper,do_all,97,main,True,#pragma omp parallel for,True,True,True,97
polybench/jacobi-1d-imper,do_all,98,main,True,#pragma omp parallel for,True,True,True,98
polybench/jacobi-1d-imper,do_all,30,init_array,True,#pragma omp parallel for,False,True,False,30
polybench/jacobi-1d-imper,do_all,69,kernel_jacobi_1d_imper,True,#pragma omp parallel for,False,False,False,69
polybench/jacobi-1d-imper,do_all,71,kernel_jacobi_1d_imper,True,#pragma omp parallel for,False,False,False,71
polybench/jacobi-1d-imper,do_all,47,print_array,True,#pragma omp parallel for,False,True,False,47
polybench/jacobi-1d-imper,do_all,88,polybench_flush_cache,True,#pragma omp parallel for,False,True,False,88
polybench/jacobi-2d-imper,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/jacobi-2d-imper,task,379,xmalloc,False,['#pragma omp task'],False,True,False,379
polybench/jacobi-2d-imper,task,379,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,379
polybench/jacobi-2d-imper,task,318,polybench_prepare_instruments,False,['#pragma omp task'],False,True,False,323
polybench/jacobi-2d-imper,task,318,polybench_prepare_instruments,False,['#pragma omp task'],False,True,False,323
polybench/jacobi-2d-imper,task,318,polybench_prepare_instruments,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,323
polybench/jacobi-2d-imper,task,328,polybench_timer_start,False,['#pragma omp task'],False,True,False,334
polybench/jacobi-2d-imper,task,328,polybench_timer_start,False,['#pragma omp task'],False,True,False,334
polybench/jacobi-2d-imper,task,328,polybench_timer_start,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,334
polybench/jacobi-2d-imper,task,340,polybench_timer_stop,False,['#pragma omp task'],False,True,False,347
polybench/jacobi-2d-imper,task,340,polybench_timer_stop,False,['#pragma omp task'],False,True,False,347
polybench/jacobi-2d-imper,task,340,polybench_timer_stop,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,347
polybench/jacobi-2d-imper,task,97,main,False,['#pragma omp task'],True,True,False,97
polybench/jacobi-2d-imper,task,97,main,False,['#pragma omp task'],True,True,False,97
