run_id,benchmark,kernel,group,arm,model,class,repeat,dp_alone_trials,dp_alone_outcomes,dp_alone_parallel,dp_alone_speedup_vs_seq,agent_outcome,agent_speedup_vs_seq,agent_vs_dp_alone,timing_comparable,rewrites_kept,llm_calls,verdict
e2_smoke_sonnet,tsvc/s121,s121,,full_b1,claude-sonnet-5,R,1,0,,,,FASTER,1.405,,,1,1,no-baseline
e2_smoke_sonnet,tsvc/s281,s281,,full_b1,claude-sonnet-5,R,1,0,,,,FASTER,4.782,,,1,1,no-baseline
