run_id,benchmark,kernel,group,arm,model,repeat,outcome,best_speedup,seq_median_s,seq_kernel_median_s,timing_basis,kernel_program_disagree,dump_exact,dump_exact_seeded,digest_max_rel_err,dump_max_rel_err,dump_seeded_max_rel_err,digest_seeded_rel_err,stable_at_fixed_threads,source_changed,pragmas_in_final,pragmas_discopop,pragmas_llm,rewrites_kept,baseline_pragmas,agent_verdict,llm_calls,llm_call_failures,explorer_retries,profile_explore_attempts,scaffold_ok,scaffold_problems,input_tokens,output_tokens,cache_read_input_tokens,cost_usd_equivalent,model_seconds,candidates_recorded,reverts,gate_passes_phase_a,speed_check_off,refresh_fast,refresh_full,refresh_fallback,phase_b_deferred,phase_b_joint_kept,dp_floor,runtime_remeasurements,settle_dropped,agent_s,verify_s,profile_s,discopop_do_all,host_load_start_1m,host_load_end_1m,started_at,finished_at,verify_size,speed_measurable,require_speedup,min_runtime_share,timing_cflags,speedup_T6,program_speedup_T6,speedup_T12,program_speedup_T12
t0_11_probe_c,tsvc/s353,s353,,discopop_capability,none,1,FASTER,3.89,6.5873,3.917653,kernel,False,True,True,0.0,0.0,0.0,0.0,True,True,1,1,0,0,1,,0,0,0,1,True,,,,,,,1,0,0,True,0,0,0,0,0,,0,0,3.2,82.7,4.14,7,3.087890625,4.28173828125,2026-09-25T22:22:53,2026-09-25T22:24:19,EXTRALARGE,True,False,0.01,,3.89,1.765,3.873,1.758
t0_11_probe_c,tsvc/s4112,s4112,,discopop_capability,none,1,FASTER,3.999,6.6136,3.958175,kernel,False,True,True,0.0,0.0,0.0,0.0,True,True,1,1,0,0,1,,0,0,0,1,True,,,,,,,1,0,0,True,0,0,0,0,0,,0,0,3.7,82.9,4.14,7,2.85009765625,6.78173828125,2026-09-25T21:04:02,2026-09-25T21:05:29,EXTRALARGE,True,False,0.01,,3.74,1.751,3.999,1.783
t0_11_probe_c,tsvc/s4113,s4113,,discopop_capability,none,1,FASTER,4.232,8.0567,5.398847,kernel,False,True,True,0.0,0.0,0.0,0.0,True,True,1,1,0,0,2,,0,0,0,1,True,,,,,,,2,0,0,True,0,0,0,0,0,,0,0,4.1,94.4,4.09,8,6.638671875,8.421875,2026-09-25T21:05:33,2026-09-25T21:07:11,EXTRALARGE,True,False,0.01,,3.954,1.989,4.232,2.039
t0_11_probe_c,tsvc/s4114,s4114,,discopop_capability,none,1,FASTER,4.116,1.5592,1.151,kernel,False,True,True,0.0,0.0,0.0,0.0,True,True,1,1,0,0,2,,0,0,0,1,True,,,,,,,2,0,0,True,0,0,0,0,0,,0,0,4.2,18.4,4.2,8,8.1474609375,9.09912109375,2026-09-25T21:07:16,2026-09-25T21:07:38,LARGE,True,False,0.01,,3.838,2.047,4.116,2.119
t0_11_probe_c,tsvc/s4115,s4115,,discopop_capability,none,1,FASTER,4.366,7.0397,4.365772,kernel,False,False,True,5.785003587220167e-12,4.77555987080538e-15,0.0,1.8995443832545883e-13,True,True,1,1,0,0,2,,0,0,0,5,True,,,,,,,2,0,0,True,0,0,0,0,0,,0,0,3.9,85.3,2404.41,7,3.6044921875,5.1904296875,2026-09-25T21:47:43,2026-09-25T21:49:12,EXTRALARGE,True,False,0.01,,4.366,1.914,4.076,1.882
t0_11_probe_c,tsvc/s4117,s4117,,discopop_capability,none,1,FASTER,3.748,7.6551,5.198801,kernel,False,True,True,0.0,0.0,0.0,0.0,True,True,1,1,0,0,2,,0,0,0,1,True,,,,,,,2,0,0,True,0,0,0,0,0,,0,0,3.8,91.2,3.74,7,5.0146484375,6.58837890625,2026-09-25T21:49:16,2026-09-25T21:50:51,EXTRALARGE,True,False,0.01,,3.668,1.945,3.748,1.947
t0_11_probe_c,tsvc/s4121,s4121,,discopop_capability,none,1,FASTER,3.962,6.8661,4.41924,kernel,False,True,True,0.0,0.0,0.0,0.0,True,True,1,1,0,0,1,,0,0,0,2,True,,,,,,,1,0,0,True,0,0,0,0,0,,0,0,3.8,83.2,603.95,6,3.31201171875,4.7041015625,2026-09-25T22:00:55,2026-09-25T22:02:22,EXTRALARGE,True,False,0.01,,3.865,1.901,3.962,1.91
t0_11_probe_c,tsvc/s491,s491,,discopop_capability,none,1,FASTER,3.99,1.5653,1.158506,kernel,False,True,True,0.0,0.0,0.0,0.0,True,True,1,1,0,0,2,,0,0,0,3,True,,,,,,,2,0,0,True,0,0,0,0,0,,0,0,4.0,18.4,1204.33,8,3.13525390625,3.095703125,2026-09-25T22:22:26,2026-09-25T22:22:49,LARGE,True,False,0.01,,3.956,2.139,3.99,2.166
