run_id,benchmark,kernel,group,arm,model,repeat,outcome,best_speedup,seq_median_s,seq_kernel_median_s,timing_basis,kernel_program_disagree,dump_exact,dump_exact_seeded,digest_max_rel_err,dump_max_rel_err,dump_seeded_max_rel_err,digest_seeded_rel_err,stable_at_fixed_threads,source_changed,pragmas_in_final,pragmas_discopop,pragmas_llm,rewrites_kept,baseline_pragmas,agent_verdict,llm_calls,llm_call_failures,explorer_retries,profile_explore_attempts,scaffold_ok,scaffold_problems,input_tokens,output_tokens,cache_read_input_tokens,cost_usd_equivalent,model_seconds,candidates_recorded,reverts,gate_passes_phase_a,settle_dropped,agent_s,verify_s,profile_s,discopop_do_all,host_load_start_1m,host_load_end_1m,started_at,finished_at,verify_size,speed_measurable,require_speedup,min_runtime_share,timing_cflags,speedup_T8,program_speedup_T8
pkg_smoke_local,npb/is,is,,discopop_gate,none,1,no-change,1.012,4.6392,1.155322,kernel,False,True,True,0.0,0.0,0.0,0.0,True,False,0,0,0,0,1,,0,0,0,1,True,,,,,,,4,0,0,0,33.5,51.8,2890.03,20,3.66796875,4.09619140625,2026-09-18T15:06:41,2026-09-18T15:08:06,LARGE,False,False,0.01,,1.012,1.005
pkg_smoke_local,polybench/2mm,2mm,A,discopop_gate,none,1,FASTER,2.824,10.7927,10.407135,kernel,False,True,True,0.0,0.0,0.0,0.0,True,True,2,2,0,0,4,,0,0,0,1,True,,,,,,,2,0,0,0,58.1,63.5,39.08,22,13.1357421875,8.8388671875,2026-09-18T14:16:28,2026-09-18T14:18:30,STANDARD,True,False,0.01,,2.824,2.748
