run_id,benchmark,kernel,group,arm,model,repeat,outcome,best_speedup,seq_median_s,seq_kernel_median_s,timing_basis,kernel_program_disagree,dump_exact,dump_exact_seeded,digest_max_rel_err,digest_seeded_rel_err,stable_at_fixed_threads,source_changed,pragmas_in_final,pragmas_discopop,pragmas_llm,rewrites_kept,baseline_pragmas,agent_verdict,llm_calls,llm_call_failures,scaffold_ok,scaffold_problems,input_tokens,output_tokens,cache_read_input_tokens,cost_usd_equivalent,model_seconds,candidates_recorded,reverts,gate_passes_phase_a,settle_dropped,agent_s,verify_s,profile_s,discopop_do_all,host_load_start_1m,host_load_end_1m,started_at,finished_at,verify_size,speed_measurable,require_speedup,timing_cflags,speedup_T6,program_speedup_T6,speedup_T12,program_speedup_T12
pilot2,polybench/seidel-2d,seidel-2d,C,full,claude-haiku-4-5-20251001,1,SCAFFOLD_MODIFIED,1.001,9.6493,9.603706,kernel,False,True,True,0.0,0.0,True,True,1,0,1,1,0,BEAT,8,0,False,"scaffolding line removed or edited: PB_PERTURB(A, (N + POLYBENCH_PADDING_FACTOR) * (N + POLYBENCH_PADDING_FACTOR));; scaffolding line added: DATA_TYPE* pb_p = (DATA_TYPE*)(A);; scaffolding line added: unsigned long long pb_k, pb_n = (unsigned long long)((N + POLYBENCH_PADDING_FACTOR) * (N + POLYBENCH; scaffolding line added: DATA_TYPE* pb_randoms = (DATA_TYPE*)malloc(pb_n * sizeof(DATA_TYPE));; scaffolding line added: for (pb_k = 0; pb_k < pb_n; pb_k++) {; scaffolding line added: pb_randoms[pb_k] = (DATA_TYPE)(pb_uniform(&pb_state) * 3.0);",168,61834,628785,0.584,569.1,13,0,1,0,587.6,106.9,2.64,5,6.2646484375,3.61865234375,2026-09-16T19:44:18,2026-09-16T19:55:53,EXTRALARGE,True,False,,1.001,1.0,0.999,0.998
