run_id,benchmark,kernel,group,arm,model,class,repeat,dp_alone_trials,dp_alone_outcomes,dp_alone_parallel,dp_alone_speedup_vs_seq,agent_outcome,agent_speedup_vs_seq,agent_vs_dp_alone,timing_comparable,rewrites_kept,llm_calls,verdict
e2c_ab_1,tsvc/s112,s112,,full_b1,claude-haiku-4-5-20251001,R,1,0,,,,FASTER,1.328,,,1,2,no-baseline
e2c_ab_1,tsvc/s112,s112,,full_b1,claude-haiku-4-5-20251001,R,2,0,,,,no-change,1.0,,,0,1,no-baseline
e2c_ab_1,tsvc/s112,s112,,full_b1,claude-haiku-4-5-20251001,R,3,0,,,,no-change,1.0,,,0,1,no-baseline
e2c_ab_1,tsvc/s112,s112,,full_b1,claude-haiku-4-5-20251001,R,4,0,,,,no-change,1.0,,,0,1,no-baseline
e2c_ab_1,tsvc/s112,s112,,full_b1,claude-haiku-4-5-20251001,R,5,0,,,,no-change,1.0,,,0,1,no-baseline
e2c_ab_1,tsvc/s112,s112,,no_evidence,claude-haiku-4-5-20251001,R,1,0,,,,FASTER,1.387,,,1,1,no-baseline
e2c_ab_1,tsvc/s112,s112,,no_evidence,claude-haiku-4-5-20251001,R,2,0,,,,no-change,1.0,,,0,1,no-baseline
e2c_ab_1,tsvc/s112,s112,,no_evidence,claude-haiku-4-5-20251001,R,3,0,,,,no-change,1.0,,,0,1,no-baseline
e2c_ab_1,tsvc/s112,s112,,no_evidence,claude-haiku-4-5-20251001,R,4,0,,,,FASTER,1.163,,,1,1,no-baseline
e2c_ab_1,tsvc/s112,s112,,no_evidence,claude-haiku-4-5-20251001,R,5,0,,,,FASTER,1.371,,,1,1,no-baseline
e2c_ab_1,tsvc/s112,s112,,no_evidence_b1,claude-haiku-4-5-20251001,R,1,0,,,,FASTER,1.316,,,1,1,no-baseline
e2c_ab_1,tsvc/s112,s112,,no_evidence_b1,claude-haiku-4-5-20251001,R,2,0,,,,FASTER,1.358,,,1,1,no-baseline
e2c_ab_1,tsvc/s112,s112,,no_evidence_b1,claude-haiku-4-5-20251001,R,3,0,,,,no-change,1.0,,,0,1,no-baseline
e2c_ab_1,tsvc/s112,s112,,no_evidence_b1,claude-haiku-4-5-20251001,R,4,0,,,,no-change,1.0,,,0,1,no-baseline
e2c_ab_1,tsvc/s112,s112,,no_evidence_b1,claude-haiku-4-5-20251001,R,5,0,,,,no-change,1.0,,,0,1,no-baseline
e2c_ab_1,tsvc/s112,s112,,twin_dp,claude-haiku-4-5-20251001,R,1,0,,,,BROKEN,,,,,0,no-baseline
e2c_ab_1,tsvc/s112,s112,,twin_dp,claude-haiku-4-5-20251001,R,2,0,,,,BROKEN,,,,,0,no-baseline
e2c_ab_1,tsvc/s112,s112,,twin_dp,claude-haiku-4-5-20251001,R,3,0,,,,BROKEN,,,,,0,no-baseline
e2c_ab_1,tsvc/s112,s112,,twin_dp,claude-haiku-4-5-20251001,R,4,0,,,,BROKEN,,,,,0,no-baseline
e2c_ab_1,tsvc/s112,s112,,twin_dp,claude-haiku-4-5-20251001,R,5,0,,,,BROKEN,,,,,0,no-baseline
e2c_ab_1,tsvc/s112,s112,,twin_full,claude-haiku-4-5-20251001,R,1,0,,,,FASTER,1.38,,,,1,no-baseline
e2c_ab_1,tsvc/s112,s112,,twin_full,claude-haiku-4-5-20251001,R,2,0,,,,BROKEN,,,,,1,no-baseline
e2c_ab_1,tsvc/s112,s112,,twin_full,claude-haiku-4-5-20251001,R,3,0,,,,BROKEN,,,,,1,no-baseline
e2c_ab_1,tsvc/s112,s112,,twin_full,claude-haiku-4-5-20251001,R,4,0,,,,BROKEN,,,,,1,no-baseline
e2c_ab_1,tsvc/s112,s112,,twin_full,claude-haiku-4-5-20251001,R,5,0,,,,FASTER,1.354,,,,1,no-baseline
e2c_ab_1,tsvc/s112,s112,,twin_no_evidence,claude-haiku-4-5-20251001,R,1,0,,,,VERIFY_FAILED,,,,,1,no-baseline
e2c_ab_1,tsvc/s112,s112,,twin_no_evidence,claude-haiku-4-5-20251001,R,2,0,,,,BROKEN,,,,,1,no-baseline
e2c_ab_1,tsvc/s112,s112,,twin_no_evidence,claude-haiku-4-5-20251001,R,3,0,,,,FASTER,1.4,,,,1,no-baseline
