run_id,benchmark,kernel,group,arm,model,repeat,outcome,best_speedup,seq_median_s,seq_kernel_median_s,timing_basis,kernel_program_disagree,dump_exact,dump_exact_seeded,digest_max_rel_err,digest_seeded_rel_err,stable_at_fixed_threads,source_changed,pragmas_in_final,pragmas_discopop,pragmas_llm,rewrites_kept,baseline_pragmas,agent_verdict,llm_calls,llm_call_failures,input_tokens,output_tokens,cache_read_input_tokens,cost_usd_equivalent,model_seconds,candidates_recorded,reverts,gate_passes_phase_a,settle_dropped,agent_s,verify_s,profile_s,discopop_do_all,host_load_start_1m,host_load_end_1m,started_at,finished_at,verify_size,speed_measurable,require_speedup,timing_cflags,speedup_T8,program_speedup_T8
smoke_local_seidel2d_c,polybench/seidel-2d,seidel-2d,C,full,haiku,1,FASTER,2.907,0.2029,,,,True,,0.0,,True,True,4,1,3,2,7,BELOW,22,,,,,,,,0,,,925.0,4.1,17.56,7,,,2026-09-14T18:11:31,,STANDARD,,,,2.907,
