run_id,benchmark,kernel,group,arm,model,class,repeat,dp_alone_trials,dp_alone_outcomes,dp_alone_parallel,dp_alone_speedup_vs_seq,agent_outcome,agent_speedup_vs_seq,agent_vs_dp_alone,timing_comparable,rewrites_kept,llm_calls,verdict
v3_pilot_1,tsvc/s112,s112,,default,claude-haiku-4-5-20251001,R,1,0,,,,FASTER,1.388,,,1,1,no-baseline
v3_pilot_1,tsvc/s112,s112,,default,claude-haiku-4-5-20251001,R,2,0,,,,FASTER,1.463,,,1,6,no-baseline
v3_pilot_1,tsvc/s112,s112,,default,claude-haiku-4-5-20251001,R,3,0,,,,FASTER,1.333,,,1,1,no-baseline
v3_pilot_1,tsvc/s112,s112,,no_evidence,claude-haiku-4-5-20251001,R,1,0,,,,FASTER,1.123,,,1,1,no-baseline
v3_pilot_1,tsvc/s112,s112,,no_evidence,claude-haiku-4-5-20251001,R,2,0,,,,FASTER,1.342,,,1,1,no-baseline
v3_pilot_1,tsvc/s112,s112,,no_evidence,claude-haiku-4-5-20251001,R,3,0,,,,FASTER,1.335,,,1,4,no-baseline
v3_pilot_1,tsvc/s121,s121,,default,claude-haiku-4-5-20251001,R,1,0,,,,FASTER,1.391,,,1,1,no-baseline
v3_pilot_1,tsvc/s121,s121,,default,claude-haiku-4-5-20251001,R,2,0,,,,FASTER,1.481,,,1,1,no-baseline
v3_pilot_1,tsvc/s121,s121,,default,claude-haiku-4-5-20251001,R,3,0,,,,FASTER,1.39,,,1,1,no-baseline
v3_pilot_1,tsvc/s121,s121,,no_evidence,claude-haiku-4-5-20251001,R,1,0,,,,FASTER,1.376,,,1,1,no-baseline
v3_pilot_1,tsvc/s121,s121,,no_evidence,claude-haiku-4-5-20251001,R,2,0,,,,FASTER,1.739,,,1,4,no-baseline
v3_pilot_1,tsvc/s121,s121,,no_evidence,claude-haiku-4-5-20251001,R,3,0,,,,FASTER,1.19,,,1,1,no-baseline
v3_pilot_1,tsvc/s1213,s1213,,default,claude-haiku-4-5-20251001,R,1,0,,,,FASTER,2.471,,,1,1,no-baseline
v3_pilot_1,tsvc/s1213,s1213,,default,claude-haiku-4-5-20251001,R,2,0,,,,FASTER,2.537,,,1,2,no-baseline
v3_pilot_1,tsvc/s1213,s1213,,default,claude-haiku-4-5-20251001,R,3,0,,,,FASTER,2.534,,,1,3,no-baseline
v3_pilot_1,tsvc/s1213,s1213,,no_evidence,claude-haiku-4-5-20251001,R,1,0,,,,FASTER,2.8,,,1,2,no-baseline
v3_pilot_1,tsvc/s1213,s1213,,no_evidence,claude-haiku-4-5-20251001,R,2,0,,,,FASTER,1.216,,,1,3,no-baseline
v3_pilot_1,tsvc/s1213,s1213,,no_evidence,claude-haiku-4-5-20251001,R,3,0,,,,FASTER,2.746,,,1,1,no-baseline
