benchmark,binary,condition,lane,run,rc,wall_s,region_s,load
polybench/2mm,polly_parallel,unpinned,-1,2,0,0.2175,0.206479236,5.27 4.36 35.21
polybench/2mm,polly_parallel,unpinned,-1,3,0,0.2173,0.206093703,5.27 4.36 35.21
polybench/2mm,polly_parallel,unpinned,-1,4,0,0.2211,0.207413632,5.27 4.36 35.21
polybench/2mm,polly_parallel,unpinned,-1,5,0,0.2246,0.210112311,5.27 4.36 35.21
polybench/2mm,polly_parallel,unpinned,-1,6,0,0.2247,0.209312635,5.27 4.36 35.21
polybench/2mm,polly_parallel,unpinned,-1,7,0,0.2209,0.207638934,5.27 4.36 35.21
polybench/2mm,polly_parallel,unpinned,-1,8,0,0.2198,0.207489533,5.27 4.36 35.21
polybench/2mm,polly_parallel,unpinned,-1,9,0,0.2201,0.207776435,5.27 4.36 35.21
polybench/2mm,polly_parallel,unpinned,-1,10,0,0.2202,0.207331502,5.97 4.52 35.09
polybench/2mm,polly_parallel,4_lanes,0,1,0,,0.209557177,5.97 4.52 35.09
polybench/2mm,polly_parallel,4_lanes,0,2,0,,0.208394919,5.97 4.52 35.09
polybench/2mm,polly_parallel,4_lanes,0,3,0,,0.208948973,5.97 4.52 35.09
polybench/2mm,polly_parallel,4_lanes,0,4,0,,0.223032461,5.97 4.52 35.09
polybench/2mm,polly_parallel,4_lanes,0,5,0,,0.217300591,5.97 4.52 35.09
polybench/2mm,polly_parallel,4_lanes,0,6,0,,0.210498114,5.97 4.52 35.09
polybench/2mm,polly_parallel,4_lanes,0,7,0,,0.234053517,5.97 4.52 35.09
polybench/2mm,polly_parallel,4_lanes,0,8,0,,0.216342744,5.97 4.52 35.09
polybench/2mm,polly_parallel,4_lanes,0,9,0,,0.211038208,5.97 4.52 35.09
polybench/2mm,polly_parallel,4_lanes,0,10,0,,0.210473753,5.97 4.52 35.09
polybench/2mm,polly_parallel,4_lanes,1,1,0,,0.210262652,5.97 4.52 35.09
polybench/2mm,polly_parallel,4_lanes,1,2,0,,0.207947096,5.97 4.52 35.09
polybench/2mm,polly_parallel,4_lanes,1,3,0,,0.209128794,5.97 4.52 35.09
polybench/2mm,polly_parallel,4_lanes,1,4,0,,0.21583575,5.97 4.52 35.09
polybench/2mm,polly_parallel,4_lanes,1,5,0,,0.216454695,5.97 4.52 35.09
polybench/2mm,polly_parallel,4_lanes,1,6,0,,0.210884767,5.97 4.52 35.09
polybench/2mm,polly_parallel,4_lanes,1,7,0,,0.215110156,5.97 4.52 35.09
polybench/2mm,polly_parallel,4_lanes,1,8,0,,0.216418845,5.97 4.52 35.09
polybench/2mm,polly_parallel,4_lanes,1,9,0,,0.215985372,5.97 4.52 35.09
polybench/2mm,polly_parallel,4_lanes,1,10,0,,0.213448514,5.97 4.52 35.09
polybench/2mm,polly_parallel,4_lanes,2,1,0,,0.207902356,5.97 4.52 35.09
polybench/2mm,polly_parallel,4_lanes,2,2,0,,0.209356875,5.97 4.52 35.09
polybench/2mm,polly_parallel,4_lanes,2,3,0,,0.211807173,5.97 4.52 35.09
polybench/2mm,polly_parallel,4_lanes,2,4,0,,0.213279273,5.97 4.52 35.09
polybench/2mm,polly_parallel,4_lanes,2,5,0,,0.213079291,5.97 4.52 35.09
polybench/2mm,polly_parallel,4_lanes,2,6,0,,0.214074749,5.97 4.52 35.09
polybench/2mm,polly_parallel,4_lanes,2,7,0,,0.216356325,5.97 4.52 35.09
polybench/2mm,polly_parallel,4_lanes,2,8,0,,0.216684276,5.97 4.52 35.09
polybench/2mm,polly_parallel,4_lanes,2,9,0,,0.216846478,5.97 4.52 35.09
polybench/2mm,polly_parallel,4_lanes,2,10,0,,0.216215963,5.97 4.52 35.09
polybench/2mm,polly_parallel,4_lanes,3,1,0,,0.208758791,5.97 4.52 35.09
polybench/2mm,polly_parallel,4_lanes,3,2,0,,0.210684705,5.97 4.52 35.09
polybench/2mm,polly_parallel,4_lanes,3,3,0,,0.213031991,5.97 4.52 35.09
polybench/2mm,polly_parallel,4_lanes,3,4,0,,0.214131729,5.97 4.52 35.09
polybench/2mm,polly_parallel,4_lanes,3,5,0,,0.214475611,5.97 4.52 35.09
polybench/2mm,polly_parallel,4_lanes,3,6,0,,0.214689452,5.97 4.52 35.09
polybench/2mm,polly_parallel,4_lanes,3,7,0,,0.217101199,5.97 4.52 35.09
polybench/2mm,polly_parallel,4_lanes,3,8,0,,0.216955039,5.97 4.52 35.09
polybench/2mm,polly_parallel,4_lanes,3,9,0,,0.21712821,5.97 4.52 35.09
polybench/2mm,polly_parallel,4_lanes,3,10,0,,0.217003269,5.97 4.52 35.09
