run_id,benchmark,kernel,group,arm,model,repeat,outcome,best_speedup,seq_median_s,seq_kernel_median_s,timing_basis,kernel_program_disagree,dump_exact,dump_exact_seeded,digest_max_rel_err,dump_max_rel_err,dump_seeded_max_rel_err,digest_seeded_rel_err,stable_at_fixed_threads,source_changed,pragmas_in_final,pragmas_discopop,pragmas_llm,rewrites_kept,baseline_pragmas,agent_verdict,llm_calls,llm_call_failures,explorer_retries,profile_explore_attempts,scaffold_ok,scaffold_problems,input_tokens,output_tokens,cache_read_input_tokens,cost_usd_equivalent,model_seconds,candidates_recorded,reverts,gate_passes_phase_a,speed_check_off,refresh_fast,refresh_full,refresh_fallback,phase_b_deferred,phase_b_joint_kept,dp_floor,runtime_remeasurements,settle_dropped,agent_s,verify_s,profile_s,discopop_do_all,host_load_start_1m,host_load_end_1m,started_at,finished_at,verify_size,speed_measurable,require_speedup,min_runtime_share,timing_cflags,speedup_T6,program_speedup_T6,speedup_T12,program_speedup_T12
t0_11_probe_b,tsvc/s353,s353,,discopop_capability,none,1,FASTER,2.911,6.6778,4.075726,kernel,False,True,True,0.0,0.0,0.0,0.0,True,True,1,1,0,0,1,,0,0,0,1,True,,,,,,,1,0,0,True,0,0,0,0,0,,0,0,3.1,89.4,4.09,7,8.330078125,8.45849609375,2026-09-25T21:23:08,2026-09-25T21:24:41,EXTRALARGE,True,False,0.01,,2.789,1.572,2.911,1.589
t0_11_probe_b,tsvc/s4112,s4112,,discopop_capability,none,1,FASTER,3.933,6.8149,4.176506,kernel,False,True,True,0.0,0.0,0.0,0.0,True,True,1,1,0,0,1,,0,0,0,2,True,,,,,,,1,0,0,True,0,0,0,0,0,,0,0,3.3,86.1,604.21,7,6.443359375,7.53466796875,2026-09-25T21:13:58,2026-09-25T21:15:27,EXTRALARGE,True,False,0.01,,3.707,1.746,3.933,1.803
t0_11_probe_b,tsvc/s4113,s4113,,discopop_capability,none,1,FASTER,3.758,8.1223,5.450531,kernel,False,True,True,0.0,0.0,0.0,0.0,True,True,1,1,0,0,2,,0,0,0,1,True,,,,,,,2,0,0,True,0,0,0,0,0,,0,0,3.7,99.8,4.09,8,7.41162109375,8.96337890625,2026-09-25T21:15:32,2026-09-25T21:17:15,EXTRALARGE,True,False,0.01,,2.874,1.725,3.758,1.936
t0_11_probe_b,tsvc/s4114,s4114,,discopop_capability,none,1,FASTER,3.26,1.5559,1.151288,kernel,False,True,True,0.0,0.0,0.0,0.0,True,True,1,1,0,0,2,,0,0,0,1,True,,,,,,,2,0,0,True,0,0,0,0,0,,0,0,3.7,19.8,4.15,8,8.80615234375,9.1787109375,2026-09-25T21:17:19,2026-09-25T21:17:43,LARGE,True,False,0.01,,3.26,1.857,2.869,1.725
t0_11_probe_b,tsvc/s4115,s4115,,discopop_capability,none,1,FASTER,3.673,7.025,4.415546,kernel,False,False,True,5.785003587220167e-12,4.77555987080538e-15,0.0,1.8995443832545883e-13,True,True,1,1,0,0,2,,0,0,0,1,True,,,,,,,2,0,0,True,0,0,0,0,0,,0,0,3.6,88.9,3.99,7,8.923828125,7.8916015625,2026-09-25T21:17:47,2026-09-25T21:19:19,EXTRALARGE,True,False,0.01,,2.87,1.663,3.673,1.801
t0_11_probe_b,tsvc/s4117,s4117,,discopop_capability,none,1,FASTER,3.71,7.7322,5.294232,kernel,False,True,True,0.0,0.0,0.0,0.0,True,True,1,1,0,0,2,,0,0,0,1,True,,,,,,,2,0,0,True,0,0,0,0,0,,0,0,3.6,93.9,3.84,7,7.8916015625,7.5078125,2026-09-25T21:19:23,2026-09-25T21:21:01,EXTRALARGE,True,False,0.01,,2.766,1.759,3.71,1.975
t0_11_probe_b,tsvc/s4121,s4121,,discopop_capability,none,1,FASTER,3.628,7.0164,4.53978,kernel,False,True,True,0.0,0.0,0.0,0.0,True,True,1,1,0,0,1,,0,0,0,1,True,,,,,,,1,0,0,True,0,0,0,0,0,,0,0,3.5,87.8,3.94,6,7.306640625,8.00048828125,2026-09-25T21:21:05,2026-09-25T21:22:36,EXTRALARGE,True,False,0.01,,3.079,1.724,3.628,1.821
t0_11_probe_b,tsvc/s491,s491,,discopop_capability,none,1,FASTER,3.086,1.5951,1.190062,kernel,False,True,True,0.0,0.0,0.0,0.0,True,True,1,1,0,0,2,,0,0,0,1,True,,,,,,,2,0,0,True,0,0,0,0,0,,0,0,3.7,20.3,4.04,8,7.759765625,8.330078125,2026-09-25T21:22:40,2026-09-25T21:23:04,LARGE,True,False,0.01,,2.534,1.791,3.086,1.827
