benchmark,seed,run,rc,seconds,sha256_set,sha256_ordered,sha256_do_all_set,sha256_reduction_set,sha256_task_set,do_all,task,reduction,error,profile_sha256
npb/is,7,3,0,20.58,ca77253b6b038003e200fe934ff110058baa49a316699186eba91bd0417d9df2,31531148d561e971c9707ed702cd92040f4080895d78f8dc3eb9ac83ee2d2ffb,81f2edd73170c8ec11c6bb57e623f15abd42822960d3bf47063edabf23e68bfd,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,dc3f148bec90cf8bb0ff62f59357cea8f77864cd08a75516b00b7d893ecb687f,19,24,0,,551fd8c65cdaaf390b0a036241a8f09a21365bb3b6280c985f25ff53b177898c
npb/is,7,4,0,20.61,2c8bdede6587960814528c0d9ede670a793855ae9e7dcbdf3dab2f470e6f31ec,1fd24e2a77737dcbb7eb96ca22ae2951edb67dd7692ffd739552b5cab9363cbb,81f2edd73170c8ec11c6bb57e623f15abd42822960d3bf47063edabf23e68bfd,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,5e911dd2c3ef54800ad7ab45c3df910f826c878bdb3cb67612e879b462b51836,19,24,0,,551fd8c65cdaaf390b0a036241a8f09a21365bb3b6280c985f25ff53b177898c
npb/is,7,5,0,21.01,2c8bdede6587960814528c0d9ede670a793855ae9e7dcbdf3dab2f470e6f31ec,1fd24e2a77737dcbb7eb96ca22ae2951edb67dd7692ffd739552b5cab9363cbb,81f2edd73170c8ec11c6bb57e623f15abd42822960d3bf47063edabf23e68bfd,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,5e911dd2c3ef54800ad7ab45c3df910f826c878bdb3cb67612e879b462b51836,19,24,0,,551fd8c65cdaaf390b0a036241a8f09a21365bb3b6280c985f25ff53b177898c
npb/is,7,6,0,21.29,ca77253b6b038003e200fe934ff110058baa49a316699186eba91bd0417d9df2,31531148d561e971c9707ed702cd92040f4080895d78f8dc3eb9ac83ee2d2ffb,81f2edd73170c8ec11c6bb57e623f15abd42822960d3bf47063edabf23e68bfd,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,dc3f148bec90cf8bb0ff62f59357cea8f77864cd08a75516b00b7d893ecb687f,19,24,0,,551fd8c65cdaaf390b0a036241a8f09a21365bb3b6280c985f25ff53b177898c
npb/is,7,7,0,18.99,01be057fca87827179b3701ea6b3825e5e42b3286af154319ae4c32ffb3d4e24,7cbe28fd98ad31fade521c6f1dbe3902de2739a8d33f3a04e6fdfe4ae0df1114,81f2edd73170c8ec11c6bb57e623f15abd42822960d3bf47063edabf23e68bfd,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,f1f908e06ea210720ec792346d789448c9ecaf8d0da6ae961a3018625d849ff4,19,24,0,,551fd8c65cdaaf390b0a036241a8f09a21365bb3b6280c985f25ff53b177898c
npb/is,7,8,0,20.53,c7e1f2b3528175e75124f824c15a990c6d8021f55aae33aa727109436c709488,32ed22ed2e11713baf13a9ceea76dc0408b8f6eaa63eada4d798391da596b548,81f2edd73170c8ec11c6bb57e623f15abd42822960d3bf47063edabf23e68bfd,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,910267b28567e01d684fc1e9874521daafc099befa30a7a62fb826e3158ff06f,19,24,0,,551fd8c65cdaaf390b0a036241a8f09a21365bb3b6280c985f25ff53b177898c
npb/is,7,9,0,20.75,c7e1f2b3528175e75124f824c15a990c6d8021f55aae33aa727109436c709488,32ed22ed2e11713baf13a9ceea76dc0408b8f6eaa63eada4d798391da596b548,81f2edd73170c8ec11c6bb57e623f15abd42822960d3bf47063edabf23e68bfd,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,910267b28567e01d684fc1e9874521daafc099befa30a7a62fb826e3158ff06f,19,24,0,,551fd8c65cdaaf390b0a036241a8f09a21365bb3b6280c985f25ff53b177898c
npb/is,7,10,0,18.96,ca77253b6b038003e200fe934ff110058baa49a316699186eba91bd0417d9df2,31531148d561e971c9707ed702cd92040f4080895d78f8dc3eb9ac83ee2d2ffb,81f2edd73170c8ec11c6bb57e623f15abd42822960d3bf47063edabf23e68bfd,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,dc3f148bec90cf8bb0ff62f59357cea8f77864cd08a75516b00b7d893ecb687f,19,24,0,,551fd8c65cdaaf390b0a036241a8f09a21365bb3b6280c985f25ff53b177898c
npb/is,7,11,0,20.47,01be057fca87827179b3701ea6b3825e5e42b3286af154319ae4c32ffb3d4e24,7cbe28fd98ad31fade521c6f1dbe3902de2739a8d33f3a04e6fdfe4ae0df1114,81f2edd73170c8ec11c6bb57e623f15abd42822960d3bf47063edabf23e68bfd,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,f1f908e06ea210720ec792346d789448c9ecaf8d0da6ae961a3018625d849ff4,19,24,0,,551fd8c65cdaaf390b0a036241a8f09a21365bb3b6280c985f25ff53b177898c
npb/is,7,12,0,19.92,67b32faf71bfd9360c29794328f5dc5c9314aad00d8d51f0611b4ee9ac5d81e6,4be05591fdc21737a8cf80f6b4bad668919773705bef77db979ad638f994176b,81f2edd73170c8ec11c6bb57e623f15abd42822960d3bf47063edabf23e68bfd,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,eba697c59f9632cd7a60e6a8237c05c85871714c83a8573931b88ceb86574053,19,24,0,,551fd8c65cdaaf390b0a036241a8f09a21365bb3b6280c985f25ff53b177898c
npb/is,7,13,0,19.2,ca77253b6b038003e200fe934ff110058baa49a316699186eba91bd0417d9df2,31531148d561e971c9707ed702cd92040f4080895d78f8dc3eb9ac83ee2d2ffb,81f2edd73170c8ec11c6bb57e623f15abd42822960d3bf47063edabf23e68bfd,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,dc3f148bec90cf8bb0ff62f59357cea8f77864cd08a75516b00b7d893ecb687f,19,24,0,,551fd8c65cdaaf390b0a036241a8f09a21365bb3b6280c985f25ff53b177898c
npb/is,7,14,0,21.31,ca77253b6b038003e200fe934ff110058baa49a316699186eba91bd0417d9df2,31531148d561e971c9707ed702cd92040f4080895d78f8dc3eb9ac83ee2d2ffb,81f2edd73170c8ec11c6bb57e623f15abd42822960d3bf47063edabf23e68bfd,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,dc3f148bec90cf8bb0ff62f59357cea8f77864cd08a75516b00b7d893ecb687f,19,24,0,,551fd8c65cdaaf390b0a036241a8f09a21365bb3b6280c985f25ff53b177898c
npb/is,7,15,0,19.5,2c8bdede6587960814528c0d9ede670a793855ae9e7dcbdf3dab2f470e6f31ec,1fd24e2a77737dcbb7eb96ca22ae2951edb67dd7692ffd739552b5cab9363cbb,81f2edd73170c8ec11c6bb57e623f15abd42822960d3bf47063edabf23e68bfd,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,5e911dd2c3ef54800ad7ab45c3df910f826c878bdb3cb67612e879b462b51836,19,24,0,,551fd8c65cdaaf390b0a036241a8f09a21365bb3b6280c985f25ff53b177898c
npb/is,7,16,0,18.83,f8e7834fb373d93055abc453589293e07cb3700b6914a184096de0ea4cfc34f3,51ca8b8d33d88cbb4edd7a2b18913f0974d6613bc502cb478fd7e628e1701257,81f2edd73170c8ec11c6bb57e623f15abd42822960d3bf47063edabf23e68bfd,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,dcbf499de72f7f3f12a4017deffd4cb22b470223ed233c3043a7070b1b41184e,19,24,0,,551fd8c65cdaaf390b0a036241a8f09a21365bb3b6280c985f25ff53b177898c
npb/is,7,17,0,19.45,ca77253b6b038003e200fe934ff110058baa49a316699186eba91bd0417d9df2,31531148d561e971c9707ed702cd92040f4080895d78f8dc3eb9ac83ee2d2ffb,81f2edd73170c8ec11c6bb57e623f15abd42822960d3bf47063edabf23e68bfd,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,dc3f148bec90cf8bb0ff62f59357cea8f77864cd08a75516b00b7d893ecb687f,19,24,0,,551fd8c65cdaaf390b0a036241a8f09a21365bb3b6280c985f25ff53b177898c
npb/is,7,18,0,20.57,c7e1f2b3528175e75124f824c15a990c6d8021f55aae33aa727109436c709488,32ed22ed2e11713baf13a9ceea76dc0408b8f6eaa63eada4d798391da596b548,81f2edd73170c8ec11c6bb57e623f15abd42822960d3bf47063edabf23e68bfd,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,910267b28567e01d684fc1e9874521daafc099befa30a7a62fb826e3158ff06f,19,24,0,,551fd8c65cdaaf390b0a036241a8f09a21365bb3b6280c985f25ff53b177898c
npb/is,7,19,0,19.76,cb440db306c6332febf37cea9e60960c93875ee40bba857039ab5dcb1b5c4f82,bebc86572d12c22e326faf4d194a2719db3590e33c5a4f4cf0489e837b9e5d60,81f2edd73170c8ec11c6bb57e623f15abd42822960d3bf47063edabf23e68bfd,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,8652ff69c7ce60a6150f2cc1d8a67267c76dbdf09b4305ea7fc3ea2be56c5a16,19,24,0,,551fd8c65cdaaf390b0a036241a8f09a21365bb3b6280c985f25ff53b177898c
npb/is,7,20,0,19.92,2c8bdede6587960814528c0d9ede670a793855ae9e7dcbdf3dab2f470e6f31ec,1fd24e2a77737dcbb7eb96ca22ae2951edb67dd7692ffd739552b5cab9363cbb,81f2edd73170c8ec11c6bb57e623f15abd42822960d3bf47063edabf23e68bfd,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,5e911dd2c3ef54800ad7ab45c3df910f826c878bdb3cb67612e879b462b51836,19,24,0,,551fd8c65cdaaf390b0a036241a8f09a21365bb3b6280c985f25ff53b177898c
