run_id,benchmark,kernel,group,arm,model,class,repeat,dp_alone_trials,dp_alone_outcomes,dp_alone_parallel,dp_alone_speedup_vs_seq,agent_outcome,agent_speedup_vs_seq,agent_vs_dp_alone,timing_comparable,rewrites_kept,llm_calls,verdict
e2c_ab_4,tsvc/s293,s293,,no_evidence,claude-haiku-4-5-20251001,R,3,0,,,,FASTER,2.298,,,1,1,no-baseline
e2c_ab_4,tsvc/s293,s293,,no_evidence,claude-haiku-4-5-20251001,R,4,0,,,,FASTER,2.836,,,1,1,no-baseline
e2c_ab_4,tsvc/s293,s293,,no_evidence,claude-haiku-4-5-20251001,R,5,0,,,,FASTER,2.422,,,1,1,no-baseline
e2c_ab_4,tsvc/s293,s293,,no_evidence_b1,claude-haiku-4-5-20251001,R,1,0,,,,FASTER,2.932,,,1,1,no-baseline
e2c_ab_4,tsvc/s293,s293,,no_evidence_b1,claude-haiku-4-5-20251001,R,2,0,,,,FASTER,2.99,,,1,1,no-baseline
e2c_ab_4,tsvc/s293,s293,,no_evidence_b1,claude-haiku-4-5-20251001,R,3,0,,,,FASTER,2.91,,,1,1,no-baseline
e2c_ab_4,tsvc/s293,s293,,no_evidence_b1,claude-haiku-4-5-20251001,R,4,0,,,,FASTER,2.799,,,1,1,no-baseline
e2c_ab_4,tsvc/s293,s293,,no_evidence_b1,claude-haiku-4-5-20251001,R,5,0,,,,FASTER,2.342,,,1,1,no-baseline
e2c_ab_4,tsvc/s293,s293,,twin_dp,claude-haiku-4-5-20251001,R,1,0,,,,BROKEN,,,,,0,no-baseline
e2c_ab_4,tsvc/s293,s293,,twin_dp,claude-haiku-4-5-20251001,R,2,0,,,,BROKEN,,,,,0,no-baseline
e2c_ab_4,tsvc/s293,s293,,twin_dp,claude-haiku-4-5-20251001,R,3,0,,,,BROKEN,,,,,0,no-baseline
e2c_ab_4,tsvc/s293,s293,,twin_dp,claude-haiku-4-5-20251001,R,4,0,,,,BROKEN,,,,,0,no-baseline
e2c_ab_4,tsvc/s293,s293,,twin_dp,claude-haiku-4-5-20251001,R,5,0,,,,BROKEN,,,,,0,no-baseline
e2c_ab_4,tsvc/s293,s293,,twin_full,claude-haiku-4-5-20251001,R,1,0,,,,BROKEN,,,,,1,no-baseline
e2c_ab_4,tsvc/s293,s293,,twin_full,claude-haiku-4-5-20251001,R,2,0,,,,BROKEN,,,,,1,no-baseline
e2c_ab_4,tsvc/s293,s293,,twin_full,claude-haiku-4-5-20251001,R,3,0,,,,BROKEN,,,,,1,no-baseline
e2c_ab_4,tsvc/s293,s293,,twin_full,claude-haiku-4-5-20251001,R,4,0,,,,BROKEN,,,,,1,no-baseline
