run_id,benchmark,kernel,group,arm,model,repeat,outcome,best_speedup,seq_median_s,seq_kernel_median_s,timing_basis,kernel_program_disagree,dump_exact,dump_exact_seeded,digest_max_rel_err,dump_max_rel_err,dump_seeded_max_rel_err,digest_seeded_rel_err,stable_at_fixed_threads,source_changed,pragmas_in_final,pragmas_discopop,pragmas_llm,rewrites_kept,baseline_pragmas,agent_verdict,llm_calls,llm_call_failures,explorer_retries,profile_explore_attempts,scaffold_ok,scaffold_problems,input_tokens,output_tokens,cache_read_input_tokens,cost_usd_equivalent,model_seconds,candidates_recorded,reverts,gate_passes_phase_a,speed_check_off,refresh_fast,refresh_full,refresh_fallback,phase_b_deferred,phase_b_joint_kept,dp_floor,runtime_remeasurements,settle_dropped,agent_s,verify_s,profile_s,discopop_do_all,host_load_start_1m,host_load_end_1m,started_at,finished_at,verify_size,speed_measurable,require_speedup,min_runtime_share,timing_cflags,speedup_T2,program_speedup_T2
d38_twin_smoke,tsvc/s121,s121,,twin_dp,claude-haiku-4-5-20251001,1,BROKEN,0.507,0.3294,0.000751,kernel,False,False,False,0.00017174168022128655,0.024712621053460313,0.0273691024494166,0.00017462692264984923,True,True,1,,,,,,0,0,0,2,True,,,,,,,0,0,0,False,0,0,0,0,0,,0,0,14.2,4.1,620.6,6,2.80908203125,2.998046875,2026-09-24T23:15:31,2026-09-24T23:15:49,SMALL,,True,0.01,-DLARGE_DATASET,0.507,1.017
d38_twin_smoke,tsvc/s121,s121,,twin_full,claude-haiku-4-5-20251001,1,parallel-not-faster,0.315,0.2794,0.000579,kernel,False,True,True,0.0,0.0,0.0,0.0,True,True,2,,,,,,1,0,0,2,True,,26,15315,17043,0.155,127.1,0,0,0,False,0,0,0,0,0,,0,0,172.0,4.2,620.6,6,2.998046875,3.22509765625,2026-09-24T23:15:49,2026-09-24T23:18:45,SMALL,,True,0.01,-DLARGE_DATASET,0.315,0.966
